mp_id,tool_record_json,raw_output,model,experiment,ts,gt_json,refusal,parse_fail,schema_fail,value_mismatch,constraint_violation,is_correct
mp-1195922,"{""material_id"": ""mp-1195922"", ""band_gap"": 0.376, ""formation_energy_per_atom"": -0.417257172291664, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1195922"",
  ""band_gap_eV"": 0.376,
  ""formation_energy_per_atom_eV"": -0.417257172291664,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630082.896296,"{""material_id"": ""mp-1195922"", ""band_gap_eV"": 0.376, ""formation_energy_per_atom_eV"": -0.417257172291664, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-254,"{""material_id"": ""mp-254"", ""band_gap"": 7.6164, ""formation_energy_per_atom"": -4.452365858958333, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-254"",
  ""band_gap_eV"": 7.6164,
  ""formation_energy_per_atom_eV"": -4.452365858958333,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630084.323633,"{""material_id"": ""mp-254"", ""band_gap_eV"": 7.6164, ""formation_energy_per_atom_eV"": -4.452365858958333, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-18299,"{""material_id"": ""mp-18299"", ""band_gap"": 0.2155, ""formation_energy_per_atom"": -3.992617684583336, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-18299"",
  ""band_gap_eV"": 0.2155,
  ""formation_energy_per_atom_eV"": -3.992617684583336,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630085.461827,"{""material_id"": ""mp-18299"", ""band_gap_eV"": 0.2155, ""formation_energy_per_atom_eV"": -3.992617684583336, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-23185,"{""material_id"": ""mp-23185"", ""band_gap"": 2.8624, ""formation_energy_per_atom"": -0.857616325999999, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-23185"",
  ""band_gap_eV"": 2.8624,
  ""formation_energy_per_atom_eV"": -0.857616325999999,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630086.885559,"{""material_id"": ""mp-23185"", ""band_gap_eV"": 2.8624, ""formation_energy_per_atom_eV"": -0.857616325999999, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-23290,"{""material_id"": ""mp-23290"", ""band_gap"": 1.7917, ""formation_energy_per_atom"": -0.475064009999998, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-23290"",
  ""band_gap_eV"": 1.7917,
  ""formation_energy_per_atom_eV"": -0.475064009999998,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630088.421895,"{""material_id"": ""mp-23290"", ""band_gap_eV"": 1.7917, ""formation_energy_per_atom_eV"": -0.475064009999998, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-30031,"{""material_id"": ""mp-30031"", ""band_gap"": 3.8971, ""formation_energy_per_atom"": -1.89441126, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-30031"",
  ""band_gap_eV"": 3.8971,
  ""formation_energy_per_atom_eV"": -1.89441126,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630089.650503,"{""material_id"": ""mp-30031"", ""band_gap_eV"": 3.8971, ""formation_energy_per_atom_eV"": -1.89441126, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-555908,"{""material_id"": ""mp-555908"", ""band_gap"": 2.2721, ""formation_energy_per_atom"": -2.341685073333334, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-555908"",
  ""band_gap_eV"": 2.2721,
  ""formation_energy_per_atom_eV"": -2.341685073333334,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630091.109993,"{""material_id"": ""mp-555908"", ""band_gap_eV"": 2.2721, ""formation_energy_per_atom_eV"": -2.341685073333334, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-22398,"{""material_id"": ""mp-22398"", ""band_gap"": 3.1061, ""formation_energy_per_atom"": -2.648772015416667, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-22398"",
  ""band_gap_eV"": 3.1061,
  ""formation_energy_per_atom_eV"": -2.648772015416667,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630092.5181062,"{""material_id"": ""mp-22398"", ""band_gap_eV"": 3.1061, ""formation_energy_per_atom_eV"": -2.648772015416667, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-27628,"{""material_id"": ""mp-27628"", ""band_gap"": 1.3552, ""formation_energy_per_atom"": -0.3329571455, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-27628"",
  ""band_gap_eV"": 1.3552,
  ""formation_energy_per_atom_eV"": -0.3329571455,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630093.951832,"{""material_id"": ""mp-27628"", ""band_gap_eV"": 1.3552, ""formation_energy_per_atom_eV"": -0.3329571455, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-1212833,"{""material_id"": ""mp-1212833"", ""band_gap"": 0.3912, ""formation_energy_per_atom"": -0.299415060454546, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1212833"",
  ""band_gap_eV"": 0.3912,
  ""formation_energy_per_atom_eV"": -0.299415060454546,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630095.283059,"{""material_id"": ""mp-1212833"", ""band_gap_eV"": 0.3912, ""formation_energy_per_atom_eV"": -0.299415060454546, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-571518,"{""material_id"": ""mp-571518"", ""band_gap"": 1.9169, ""formation_energy_per_atom"": -0.946381717857144, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-571518"",
  ""band_gap_eV"": 1.9169,
  ""formation_energy_per_atom_eV"": -0.946381717857144,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630096.7420118,"{""material_id"": ""mp-571518"", ""band_gap_eV"": 1.9169, ""formation_energy_per_atom_eV"": -0.946381717857144, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-9852,"{""material_id"": ""mp-9852"", ""band_gap"": 0.1259, ""formation_energy_per_atom"": -0.616732226646824, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-9852"",
  ""band_gap_eV"": 0.1259,
  ""formation_energy_per_atom_eV"": -0.616732226646824,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630098.253744,"{""material_id"": ""mp-9852"", ""band_gap_eV"": 0.1259, ""formation_energy_per_atom_eV"": -0.616732226646824, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-34202,"{""material_id"": ""mp-34202"", ""band_gap"": 0.3388, ""formation_energy_per_atom"": -0.274401004000003, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-34202"",
  ""band_gap_eV"": 0.3388,
  ""formation_energy_per_atom_eV"": -0.274401004000003,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630099.78849,"{""material_id"": ""mp-34202"", ""band_gap_eV"": 0.3388, ""formation_energy_per_atom_eV"": -0.274401004000003, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-570796,"{""material_id"": ""mp-570796"", ""band_gap"": 1.537399999999999, ""formation_energy_per_atom"": -0.7330447383333331, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-570796"",
  ""band_gap_eV"": 1.5374,
  ""formation_energy_per_atom_eV"": -0.7330447383333331,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630101.127271,"{""material_id"": ""mp-570796"", ""band_gap_eV"": 1.537399999999999, ""formation_energy_per_atom_eV"": -0.7330447383333331, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-1195,"{""material_id"": ""mp-1195"", ""band_gap"": 1.8930999999999991, ""formation_energy_per_atom"": -0.50608046735294, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1195"",
  ""band_gap_eV"": 1.8931,
  ""formation_energy_per_atom_eV"": -0.50608046735294,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630102.657021,"{""material_id"": ""mp-1195"", ""band_gap_eV"": 1.8930999999999991, ""formation_energy_per_atom_eV"": -0.50608046735294, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-672204,"{""material_id"": ""mp-672204"", ""band_gap"": 0.378699999999999, ""formation_energy_per_atom"": -0.400380674374999, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-672204"",
  ""band_gap_eV"": 0.3787,
  ""formation_energy_per_atom_eV"": -0.400380674375,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630104.1920729,"{""material_id"": ""mp-672204"", ""band_gap_eV"": 0.378699999999999, ""formation_energy_per_atom_eV"": -0.400380674374999, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-29179,"{""material_id"": ""mp-29179"", ""band_gap"": 3.1002, ""formation_energy_per_atom"": -1.055039141666666, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-29179"",
  ""band_gap_eV"": 3.1002,
  ""formation_energy_per_atom_eV"": -1.055039141666666,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630105.769305,"{""material_id"": ""mp-29179"", ""band_gap_eV"": 3.1002, ""formation_energy_per_atom_eV"": -1.055039141666666, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-1205121,"{""material_id"": ""mp-1205121"", ""band_gap"": 0.2452, ""formation_energy_per_atom"": -0.510760389375001, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1205121"",
  ""band_gap_eV"": 0.2452,
  ""formation_energy_per_atom_eV"": -0.510760389375001,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630107.35369,"{""material_id"": ""mp-1205121"", ""band_gap_eV"": 0.2452, ""formation_energy_per_atom_eV"": -0.510760389375001, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-10497,"{""material_id"": ""mp-10497"", ""band_gap"": 2.2919, ""formation_energy_per_atom"": -0.127321634999998, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-10497"",
  ""band_gap_eV"": 2.2919,
  ""formation_energy_per_atom_eV"": -0.127321634999998,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630108.899234,"{""material_id"": ""mp-10497"", ""band_gap_eV"": 2.2919, ""formation_energy_per_atom_eV"": -0.127321634999998, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-27148,"{""material_id"": ""mp-27148"", ""band_gap"": 0.836199999999999, ""formation_energy_per_atom"": -0.319383066011903, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-27148"",
  ""band_gap_eV"": 0.836199999999999,
  ""formation_energy_per_atom_eV"": -0.319383066011903,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630110.2664802,"{""material_id"": ""mp-27148"", ""band_gap_eV"": 0.836199999999999, ""formation_energy_per_atom_eV"": -0.319383066011903, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-1545417,"{""material_id"": ""mp-1545417"", ""band_gap"": 0.7358999999999991, ""formation_energy_per_atom"": -1.718154452499998, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1545417"",
  ""band_gap_eV"": 0.7359,
  ""formation_energy_per_atom_eV"": -1.7181544525,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630112.0008051,"{""material_id"": ""mp-1545417"", ""band_gap_eV"": 0.7358999999999991, ""formation_energy_per_atom_eV"": -1.718154452499998, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-1203760,"{""material_id"": ""mp-1203760"", ""band_gap"": 1.0648, ""formation_energy_per_atom"": -0.553621656590911, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1203760"",
  ""band_gap_eV"": 1.0648,
  ""formation_energy_per_atom_eV"": -0.553621656590911,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630113.409055,"{""material_id"": ""mp-1203760"", ""band_gap_eV"": 1.0648, ""formation_energy_per_atom_eV"": -0.553621656590911, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
mp-470,"{""material_id"": ""mp-470"", ""band_gap"": 1.2157, ""formation_energy_per_atom"": -2.156655663333334, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-470"",
  ""band_gap_eV"": 1.2157,
  ""formation_energy_per_atom_eV"": -2.156655663333334,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp5_hard_structured,1770630114.887537,"{""material_id"": ""mp-470"", ""band_gap_eV"": 1.2157, ""formation_energy_per_atom_eV"": -2.156655663333334, ""is_metal"": false, ""energy_above_hull_eV"": 0.0, ""is_stable"": true}",False,False,False,False,False,True
