mp_id,tool_record_json,raw_output,model,experiment,ts
mp-1195922,"{""material_id"": ""mp-1195922"", ""band_gap"": 0.376, ""formation_energy_per_atom"": -0.417257172291664, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1195922"",
  ""band_gap_eV"": 0.376,
  ""formation_energy_per_atom_eV"": -0.417257172291664,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628447.198014
mp-254,"{""material_id"": ""mp-254"", ""band_gap"": 7.6164, ""formation_energy_per_atom"": -4.452365858958333, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-254"",
  ""band_gap_eV"": 7.6164,
  ""formation_energy_per_atom_eV"": -4.452365858958333,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628448.73673
mp-18299,"{""material_id"": ""mp-18299"", ""band_gap"": 0.2155, ""formation_energy_per_atom"": -3.992617684583336, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-18299"",
  ""band_gap_eV"": 0.2155,
  ""formation_energy_per_atom_eV"": -3.992617684583336,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628450.274267
mp-23185,"{""material_id"": ""mp-23185"", ""band_gap"": 2.8624, ""formation_energy_per_atom"": -0.857616325999999, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-23185"",
  ""band_gap_eV"": 2.8624,
  ""formation_energy_per_atom_eV"": -0.857616325999999,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628451.6613278
mp-23290,"{""material_id"": ""mp-23290"", ""band_gap"": 1.7917, ""formation_energy_per_atom"": -0.475064009999998, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-23290"",
  ""band_gap_eV"": 1.7917,
  ""formation_energy_per_atom_eV"": -0.475064009999998,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628453.345542
mp-30031,"{""material_id"": ""mp-30031"", ""band_gap"": 3.8971, ""formation_energy_per_atom"": -1.89441126, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-30031"",
  ""band_gap_eV"": 3.8971,
  ""formation_energy_per_atom_eV"": -1.89441126,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628454.8778071
mp-555908,"{""material_id"": ""mp-555908"", ""band_gap"": 2.2721, ""formation_energy_per_atom"": -2.341685073333334, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-555908"",
  ""band_gap_eV"": 2.2721,
  ""formation_energy_per_atom_eV"": -2.341685073333334,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628456.418448
mp-22398,"{""material_id"": ""mp-22398"", ""band_gap"": 3.1061, ""formation_energy_per_atom"": -2.648772015416667, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-22398"",
  ""band_gap_eV"": 3.1061,
  ""formation_energy_per_atom_eV"": -2.648772015416667,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628457.8494022
mp-27628,"{""material_id"": ""mp-27628"", ""band_gap"": 1.3552, ""formation_energy_per_atom"": -0.3329571455, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-27628"",
  ""band_gap_eV"": 1.3552,
  ""formation_energy_per_atom_eV"": -0.3329571455,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628459.386545
mp-1212833,"{""material_id"": ""mp-1212833"", ""band_gap"": 0.3912, ""formation_energy_per_atom"": -0.299415060454546, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1212833"",
  ""band_gap_eV"": 0.3912,
  ""formation_energy_per_atom_eV"": -0.299415060454546,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628460.8075352
mp-571518,"{""material_id"": ""mp-571518"", ""band_gap"": 1.9169, ""formation_energy_per_atom"": -0.946381717857144, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-571518"",
  ""band_gap_eV"": 1.9169,
  ""formation_energy_per_atom_eV"": -0.946381717857144,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628462.167577
mp-9852,"{""material_id"": ""mp-9852"", ""band_gap"": 0.1259, ""formation_energy_per_atom"": -0.616732226646824, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-9852"",
  ""band_gap_eV"": 0.1259,
  ""formation_energy_per_atom_eV"": -0.616732226646824,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628463.685397
mp-34202,"{""material_id"": ""mp-34202"", ""band_gap"": 0.3388, ""formation_energy_per_atom"": -0.274401004000003, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-34202"",
  ""band_gap_eV"": 0.3388,
  ""formation_energy_per_atom_eV"": -0.274401004000003,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628465.074103
mp-570796,"{""material_id"": ""mp-570796"", ""band_gap"": 1.537399999999999, ""formation_energy_per_atom"": -0.7330447383333331, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-570796"",
  ""band_gap_eV"": 1.5374,
  ""formation_energy_per_atom_eV"": -0.7330447383333331,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628466.597305
mp-1195,"{""material_id"": ""mp-1195"", ""band_gap"": 1.8930999999999991, ""formation_energy_per_atom"": -0.50608046735294, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1195"",
  ""band_gap_eV"": 1.8930999999999991,
  ""formation_energy_per_atom_eV"": -0.50608046735294,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628468.19342
mp-672204,"{""material_id"": ""mp-672204"", ""band_gap"": 0.378699999999999, ""formation_energy_per_atom"": -0.400380674374999, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-672204"",
  ""band_gap_eV"": 0.3787,
  ""formation_energy_per_atom_eV"": -0.400380674375,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628469.730382
mp-29179,"{""material_id"": ""mp-29179"", ""band_gap"": 3.1002, ""formation_energy_per_atom"": -1.055039141666666, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-29179"",
  ""band_gap_eV"": 3.1002,
  ""formation_energy_per_atom_eV"": -1.055039141666666,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628471.369091
mp-1205121,"{""material_id"": ""mp-1205121"", ""band_gap"": 0.2452, ""formation_energy_per_atom"": -0.510760389375001, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1205121"",
  ""band_gap_eV"": 0.2452,
  ""formation_energy_per_atom_eV"": -0.510760389375001,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628472.75631
mp-10497,"{""material_id"": ""mp-10497"", ""band_gap"": 2.2919, ""formation_energy_per_atom"": -0.127321634999998, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-10497"",
  ""band_gap_eV"": 2.2919,
  ""formation_energy_per_atom_eV"": -0.127321634999998,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628474.2351758
mp-27148,"{""material_id"": ""mp-27148"", ""band_gap"": 0.836199999999999, ""formation_energy_per_atom"": -0.319383066011903, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-27148"",
  ""band_gap_eV"": 0.8362,
  ""formation_energy_per_atom_eV"": -0.319383066011903,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628475.7738721
mp-1545417,"{""material_id"": ""mp-1545417"", ""band_gap"": 0.7358999999999991, ""formation_energy_per_atom"": -1.718154452499998, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1545417"",
  ""band_gap_eV"": 0.7359,
  ""formation_energy_per_atom_eV"": -1.7181544525,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628477.303968
mp-1203760,"{""material_id"": ""mp-1203760"", ""band_gap"": 1.0648, ""formation_energy_per_atom"": -0.553621656590911, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1203760"",
  ""band_gap_eV"": 1.0648,
  ""formation_energy_per_atom_eV"": -0.553621656590911,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628478.871893
mp-470,"{""material_id"": ""mp-470"", ""band_gap"": 1.2157, ""formation_energy_per_atom"": -2.156655663333334, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-470"",
  ""band_gap_eV"": 1.2157,
  ""formation_energy_per_atom_eV"": -2.156655663333334,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628480.481827
mp-16922,"{""material_id"": ""mp-16922"", ""band_gap"": 0.3248, ""formation_energy_per_atom"": -0.962356391249998, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-16922"",
  ""band_gap_eV"": 0.3248,
  ""formation_energy_per_atom_eV"": -0.962356391249998,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628481.883859
mp-624,"{""material_id"": ""mp-624"", ""band_gap"": 2.6454, ""formation_energy_per_atom"": -0.209188941071428, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-624"",
  ""band_gap_eV"": 2.6454,
  ""formation_energy_per_atom_eV"": -0.209188941071428,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628483.349039
mp-22859,"{""material_id"": ""mp-22859"", ""band_gap"": 1.6513, ""formation_energy_per_atom"": -0.443566703750002, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-22859"",
  ""band_gap_eV"": 1.6513,
  ""formation_energy_per_atom_eV"": -0.443566703750002,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628484.885082
mp-31050,"{""material_id"": ""mp-31050"", ""band_gap"": 3.6753, ""formation_energy_per_atom"": -0.30258604611111, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-31050"",
  ""band_gap_eV"": 3.6753,
  ""formation_energy_per_atom_eV"": -0.30258604611111,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628486.3186371
mp-541013,"{""material_id"": ""mp-541013"", ""band_gap"": 1.0859, ""formation_energy_per_atom"": -1.031189425666664, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-541013"",
  ""band_gap_eV"": 1.0859,
  ""formation_energy_per_atom_eV"": -1.031189425666664,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628487.953653
mp-18536,"{""material_id"": ""mp-18536"", ""band_gap"": 0.208499999999999, ""formation_energy_per_atom"": -1.128947433749999, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-18536"",
  ""band_gap_eV"": 0.2085,
  ""formation_energy_per_atom_eV"": -1.12894743375,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628489.501652
mp-200,"{""material_id"": ""mp-200"", ""band_gap"": 0.861699999999999, ""formation_energy_per_atom"": -0.514802012604166, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-200"",
  ""band_gap_eV"": 0.8617,
  ""formation_energy_per_atom_eV"": -0.514802012604166,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628490.9031081
mp-23261,"{""material_id"": ""mp-23261"", ""band_gap"": 2.7278, ""formation_energy_per_atom"": -0.7564620653571411, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-23261"",
  ""band_gap_eV"": 2.7278,
  ""formation_energy_per_atom_eV"": -0.7564620653571411,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628492.357675
mp-7440,"{""material_id"": ""mp-7440"", ""band_gap"": 0.8684000000000001, ""formation_energy_per_atom"": -0.499863119613094, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-7440"",
  ""band_gap_eV"": 0.8684,
  ""formation_energy_per_atom_eV"": -0.499863119613094,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628493.952209
mp-569867,"{""material_id"": ""mp-569867"", ""band_gap"": 0.378, ""formation_energy_per_atom"": -0.7546754528571421, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-569867"",
  ""band_gap_eV"": 0.378,
  ""formation_energy_per_atom_eV"": -0.7546754528571421,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628495.434208
mp-1205852,"{""material_id"": ""mp-1205852"", ""band_gap"": 0.8523000000000001, ""formation_energy_per_atom"": -2.094997655499997, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-1205852"",
  ""band_gap_eV"": 0.8523,
  ""formation_energy_per_atom_eV"": -2.0949976555,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628497.071234
mp-28483,"{""material_id"": ""mp-28483"", ""band_gap"": 1.069899999999999, ""formation_energy_per_atom"": -0.9345107228571432, ""is_metal"": false, ""energy_above_hull"": 0.0, ""is_stable"": true, ""units"": {""band_gap"": ""eV"", ""formation_energy_per_atom"": ""eV/atom"", ""energy_above_hull"": ""eV""}}","```json
{
  ""material_id"": ""mp-28483"",
  ""band_gap_eV"": 1.069899999999999,
  ""formation_energy_per_atom_eV"": -0.9345107228571432,
  ""is_metal"": false,
  ""energy_above_hull_eV"": 0.0,
  ""is_stable"": true
}
```",gemini,exp2_hard_grounded_novfy,1770628498.7098649
