mp_id,property,tool_value,round1_natural_language,round2_cove_extracted
mp-1195,formation_energy_per_atom,-0.50608046735294,The formation energy per atom of mp-1195 is -0.50608046735294 eV/atom.,-0.50608046735294
mp-1195,band_gap,1.8930999999999991,The band gap of mp-1195 is 1.8931 eV.,1.8931
mp-672204,band_gap,0.378699999999999,The band gap of mp-672204 is 0.378699999999999 eV.,0.378699999999999
mp-29179,formation_energy_per_atom,-1.055039141666666,The formation_energy_per_atom of mp-29179 is -1.055039141666666 eV per atom.,-1.055039141666666
mp-672204,formation_energy_per_atom,-0.400380674374999,The formation energy per atom of mp-672204 is -0.400380674374999 eV per atom.,-0.400380674374999
mp-29179,band_gap,3.1002,The band gap of mp-29179 is 3.1002 eV according to the database.,3.1002
mp-1205121,band_gap,0.2452,The band gap of mp-1205121 is 0.2452 eV.,0.2452
mp-10497,band_gap,2.2919,The band gap of mp-10497 is 2.2919 eV.,2.2919
mp-1205121,formation_energy_per_atom,-0.510760389375001,The formation energy per atom of mp-1205121 is -0.510760389375001 eV/atom.,-0.510760389375001
mp-1545417,band_gap,0.7358999999999991,The band gap of mp-1545417 is 0.7359 eV.,0.7359
mp-10497,formation_energy_per_atom,-0.127321634999998,The formation energy per atom of mp-10497 is -0.127321634999998 eV/atom.,-0.127321634999998
mp-1545417,formation_energy_per_atom,-1.718154452499998,The formation_energy_per_atom of mp-1545417 is -1.718154452499998 eV per atom.,-1.718154452499998
mp-27148,formation_energy_per_atom,-0.319383066011903,The formation_energy_per_atom of mp-27148 is -0.319383066011903 eV per atom.,-0.319383066011903
mp-1203760,band_gap,1.0648,The band gap of mp-1203760 is 1.0648 eV.,1.0648
mp-1203760,formation_energy_per_atom,-0.553621656590911,The formation energy per atom of mp-1203760 is -0.553621656590911 eV per atom.,-0.553621656590911
mp-27148,band_gap,0.836199999999999,The band gap of mp-27148 is approximately 0.8362 eV.,0.8362
mp-470,band_gap,1.2157,The band gap of mp-470 is 1.2157 eV according to the database.,1.2157
mp-22859,band_gap,1.6513,The band gap of mp-22859 is 1.6513 eV.,1.6513
mp-16922,band_gap,0.3248,The band gap of mp-16922 is 0.3248 eV.,0.3248
mp-22859,formation_energy_per_atom,-0.443566703750002,The formation energy per atom of mp-22859 is -0.443566703750002 eV/atom.,-0.443566703750002
mp-470,formation_energy_per_atom,-2.156655663333334,The formation_energy_per_atom of mp-470 is -2.156655663333334 eV per atom.,-2.156655663333334
mp-16922,formation_energy_per_atom,-0.962356391249998,The formation energy per atom of mp-16922 is -0.962356391249998 eV/atom.,-0.962356391249998
mp-624,band_gap,2.6454,The band gap of mp-624 is 2.6454 eV.,2.6454
mp-624,formation_energy_per_atom,-0.209188941071428,The formation energy per atom of mp-624 is -0.209188941071428 eV/atom.,-0.209188941071428
mp-31050,band_gap,3.6753,The band gap of mp-31050 is 3.6753 eV.,3.6753
mp-541013,band_gap,1.0859,The band gap of mp-541013 is 1.0859 eV.,1.0859
mp-541013,formation_energy_per_atom,-1.031189425666664,The formation energy per atom of mp-541013 is -1.031189425666664 eV/atom.,-1.031189425666664
mp-31050,formation_energy_per_atom,-0.30258604611111,The formation energy per atom of mp-31050 is −0.30258604611111 eV/atom.,-0.30258604611111
mp-200,band_gap,0.861699999999999,The band gap of mp-200 is 0.8617 eV.,0.8617
mp-18536,band_gap,0.208499999999999,The band gap of mp-18536 is approximately 0.2085 eV.,0.2085
mp-200,formation_energy_per_atom,-0.514802012604166,The formation energy per atom of mp-200 is -0.514802012604166 eV/atom.,-0.514802012604166
mp-18536,formation_energy_per_atom,-1.128947433749999,The formation energy per atom of mp-18536 is -1.128947433749999 eV per atom.,-1.128947433749999
mp-7440,band_gap,0.8684000000000001,The band gap of mp-7440 is 0.8684 eV.,0.8684
mp-23261,band_gap,2.7278,The band gap of mp-23261 is 2.7278 eV.,2.7278
mp-569867,band_gap,0.378,The band gap of mp-569867 is 0.378 eV.,0.378
mp-7440,formation_energy_per_atom,-0.499863119613094,The formation_energy_per_atom of mp-7440 is -0.499863119613094 eV/atom.,-0.499863119613094
mp-23261,formation_energy_per_atom,-0.7564620653571411,The formation energy per atom of mp-23261 is -0.7564620653571411 eV/atom.,-0.7564620653571411
mp-569867,formation_energy_per_atom,-0.7546754528571421,The formation_energy_per_atom of mp-569867 is -0.7546754528571421 eV/atom.,-0.7546754528571421
mp-1205852,band_gap,0.8523000000000001,The band gap of mp-1205852 is 0.8523 eV.,0.8523
mp-28483,formation_energy_per_atom,-0.9345107228571432,The formation energy per atom of mp-28483 is -0.9345107228571432 eV/atom.,-0.9345107228571432
mp-27871,band_gap,1.2584,The band gap of mp-27871 is 1.2584 eV.,1.2584
mp-1205852,formation_energy_per_atom,-2.094997655499997,The formation_energy_per_atom of mp-1205852 is -2.094997655499997 eV/atom.,-2.094997655499997
mp-561664,formation_energy_per_atom,-2.216336207,The formation energy per atom of mp-561664 is -2.216336207 eV/atom.,-2.216336207
mp-28483,band_gap,1.069899999999999,The band gap of mp-28483 is 1.0699 eV.,1.0699
mp-561664,band_gap,4.0186,The band gap of mp-561664 is 4.0186 eV.,4.0186
mp-680339,band_gap,0.755599999999999,The band gap of mp-680339 is approximately 0.7556 eV.,0.7556
mp-680339,formation_energy_per_atom,-0.28327900617555,The formation energy per atom of mp-680339 is -0.28327900617555 eV/atom.,-0.28327900617555
mp-27871,formation_energy_per_atom,-0.8457965725000001,The formation energy per atom of mp-27871 is -0.8457965725000001 eV/atom.,-0.8457965725000001
mp-582753,band_gap,0.8007000000000001,The band gap of mp-582753 is 0.8007 eV.,0.8007
mp-582753,formation_energy_per_atom,-0.434993182323239,The formation energy per atom of mp-582753 is -0.434993182323239 eV/atom.,-0.434993182323239
mp-27161,band_gap,2.9118,The band gap of mp-27161 is 2.9118 eV.,2.9118
mp-30092,band_gap,3.4576,The band gap of mp-30092 is 3.4576 eV.,3.4576
mp-1018138,band_gap,1.037,The band gap of mp-1018138 is 1.037 eV.,1.037
mp-27161,formation_energy_per_atom,-0.8721765856249991,The formation_energy_per_atom of mp-27161 is -0.8721765856249991 eV per atom.,-0.8721765856249991
mp-23155,band_gap,8.5132,The band gap of mp-23155 is 8.5132 eV.,8.5132
mp-30092,formation_energy_per_atom,-1.725360933333334,The formation energy per atom of mp-30092 is -1.725360933333334 eV/atom.,-1.725360933333334
mp-1018138,formation_energy_per_atom,-0.7411700000000001,The formation energy per atom of mp-1018138 is -0.74117 eV/atom.,-0.74117
mp-1197742,band_gap,0.8515,The band gap of mp-1197742 is 0.8515 eV.,0.8515
mp-23155,formation_energy_per_atom,0.0,The formation energy per atom for mp-23155 is 0.0 eV per atom.,0.0
mp-1197742,formation_energy_per_atom,-0.327354584285715,The formation energy per atom of mp-1197742 is -0.327354584285715 eV/atom.,-0.327354584285715
mp-647579,band_gap,3.2214,The band gap of mp-647579 is 3.2214 eV.,3.2214
mp-15649,formation_energy_per_atom,-0.571072849166668,The formation energy per atom of mp-15649 is -0.571072849166668 eV/atom.,-0.571072849166668
mp-15649,band_gap,0.8155000000000001,The band gap of mp-15649 is approximately 0.8155 eV.,0.8155
mp-647579,formation_energy_per_atom,-1.267659339375001,The formation energy per atom of mp-647579 is -1.267659339375001 eV/atom.,-1.267659339375001
mp-557993,band_gap,1.1596,The band gap of mp-557993 is 1.1596 eV.,1.1596
mp-7904,band_gap,0.6551,The band gap of mp-7904 is 0.6551 eV.,0.6551
mp-557993,formation_energy_per_atom,-1.459764126666667,The formation energy per atom of mp-557993 is -1.459764126666667 eV/atom.,-1.459764126666667
mp-7904,formation_energy_per_atom,-0.120742532380951,The formation energy per atom for mp-7904 is -0.120742532380951 eV/atom.,-0.120742532380951
mp-570738,band_gap,2.4744,The band gap of mp-570738 is 2.4744 eV.,2.4744
mp-628742,formation_energy_per_atom,-0.486485566153847,The formation_energy_per_atom of mp-628742 is -0.486485566153847 eV per atom.,-0.486485566153847
mp-570738,formation_energy_per_atom,-0.727731253611111,The formation energy per atom of mp-570738 is -0.727731253611111 eV/atom.,-0.727731253611111
mp-628742,band_gap,0.5845,The band gap of mp-628742 is 0.5845 eV.,0.5845
mp-1204356,formation_energy_per_atom,-0.305946444868422,The formation energy per atom of mp-1204356 is -0.305946444868422 eV/atom.,-0.305946444868422
mp-1204356,band_gap,1.8389,The band gap of mp-1204356 is 1.8389 eV.,1.8389
mp-7262,band_gap,0.224099999999999,The band gap of mp-7262 is approximately 0.2241 eV.,0.2241
mp-28879,band_gap,1.1418,The band gap of mp-28879 is 1.1418 eV.,1.1418
mp-7262,formation_energy_per_atom,-0.148990749583333,The formation energy per atom of mp-7262 is -0.148990749583333 eV/atom.,-0.148990749583333
mp-28879,formation_energy_per_atom,-1.057331754908424,The formation energy per atom of mp-28879 is -1.057331754908424 eV/atom.,-1.057331754908424
mp-27684,band_gap,1.099199999999999,The band gap of mp-27684 is 1.0992 eV.,1.0992
mp-27684,formation_energy_per_atom,-0.932556454761906,The formation energy per atom of mp-27684 is -0.932556454761906 eV/atom.,-0.932556454761906
mp-541404,formation_energy_per_atom,-2.522468176666668,The formation energy per atom of mp-541404 is -2.522468176666668 eV/atom.,-2.522468176666668
mp-1391848,band_gap,2.0863,The band gap of mp-1391848 is 2.0863 eV.,2.0863
mp-541404,band_gap,0.7584000000000001,The band gap of mp-541404 is 0.7584 eV.,0.7584
mp-1184796,band_gap,8.0745,The band gap of mp-1184796 is 8.0745 eV according to the database.,8.0745
mp-1391848,formation_energy_per_atom,-2.063723397142856,The formation_energy_per_atom of mp-1391848 is -2.063723397142856 eV per atom.,-2.063723397142856
mp-9268,band_gap,0.7039000000000001,The band gap of mp-9268 is 0.7039 eV.,0.7039
mp-1184796,formation_energy_per_atom,-1.406990803749999,The formation energy per atom of mp-1184796 is -1.406990803749999 eV/atom.,-1.406990803749999
mp-540922,band_gap,0.1806,The band gap of mp-540922 is 0.1806 eV.,0.1806
mp-9268,formation_energy_per_atom,-1.167954419796875,The formation energy per atom of mp-9268 is -1.167954419796875 eV/atom.,-1.167954419796875
mp-540675,band_gap,3.0664,The band gap of mp-540675 is 3.0664 eV.,3.0664
mp-540922,formation_energy_per_atom,-0.450521733124998,The formation_energy_per_atom of mp-540922 is -0.450521733124998 eV/atom.,-0.450521733124998
mp-1208424,band_gap,2.5242,The band gap of mp-1208424 is 2.5242 eV.,2.5242
mp-27971,band_gap,5.0865,The band gap of mp-27971 is 5.0865 eV.,5.0865
mp-571235,band_gap,2.021,The band gap of mp-571235 is 2.021 eV.,2.021
mp-540675,formation_energy_per_atom,-0.349825507562499,The formation energy per atom of mp-540675 is -0.349825507562499 eV/atom.,-0.349825507562499
mp-571235,formation_energy_per_atom,-1.227871009333331,The formation energy per atom of mp-571235 is -1.227871009333331 eV/atom.,-1.227871009333331
mp-1208424,formation_energy_per_atom,-0.812674219083331,The formation energy per atom of mp-1208424 is -0.812674219083331 eV/atom.,-0.812674219083331
mp-22909,band_gap,4.0533,The band gap of mp-22909 is 4.0533 eV.,4.0533
mp-27971,formation_energy_per_atom,-2.788094297499999,The formation energy per atom of mp-27971 is -2.788094297499999 eV/atom.,-2.788094297499999
mp-22909,formation_energy_per_atom,-1.291011926666667,The formation energy per atom of mp-22909 is -1.291011926666667 eV/atom.,-1.291011926666667
mp-556516,band_gap,0.7668,The database reports that the band gap of mp-556516 is 0.7668 eV.,0.7668
mp-21526,formation_energy_per_atom,-0.362189247187497,The formation energy per atom of mp-21526 is -0.362189247187497 eV/atom.,-0.362189247187497
mp-21526,band_gap,0.5708000000000001,The band gap of mp-21526 is 0.5708 eV.,0.5708
mp-1274279,formation_energy_per_atom,-1.481519387499999,The formation energy per atom of mp-1274279 is -1.481519387499999 eV/atom.,-1.481519387499999
mp-554855,band_gap,1.5712000000000002,The band gap of mp-554855 is 1.5712 eV.,1.5712
mp-556516,formation_energy_per_atom,-0.505116372129634,The formation energy per atom of mp-556516 is -0.505116372129634 eV/atom.,-0.505116372129634
mp-554855,formation_energy_per_atom,-2.60675029,The formation energy per atom of mp-554855 is -2.60675029 eV/atom.,-2.60675029
mp-510557,band_gap,4.2395,The band gap of mp-510557 is 4.2395 eV.,4.2395
mp-27291,band_gap,0.155399999999999,The band gap of mp-27291 is 0.1554 eV.,0.1554
mp-510557,formation_energy_per_atom,-0.216854790312499,The formation energy per atom of mp-510557 is -0.216854790312499 eV/atom.,-0.216854790312499
mp-568348,band_gap,1.8454,The band gap of mp-568348 is 1.8454 eV.,1.8454
mp-27291,formation_energy_per_atom,-2.149853655000001,The formation_energy_per_atom of mp-27291 is -2.149853655000001 eV/atom.,-2.149853655000001
mp-1274279,band_gap,1.8157,The band gap of mp-1274279 is 1.8157 eV.,1.8157
mp-2084,band_gap,0.9437999999999992,The band gap of mp-2084 is approximately 0.9438 eV.,0.9438
mp-995393,band_gap,2.1989,The band gap of mp-995393 is 2.1989 eV.,2.1989
mp-568348,formation_energy_per_atom,0.0,"According to the database, the formation_energy_per_atom of mp-568348 is 0.0 eV/atom.",0.0
mp-2084,formation_energy_per_atom,-0.6734596323437501,The formation energy per atom of mp-2084 is -0.6734596323437501 eV/atom.,-0.6734596323437501
mp-1345,band_gap,0.3443,The band gap of mp-1345 is 0.3443 eV.,0.3443
mp-995393,formation_energy_per_atom,-0.612184769666665,The formation energy per atom of mp-995393 is -0.612184769666665 eV/atom.,-0.612184769666665
mp-1193140,formation_energy_per_atom,-0.743681253794641,The formation energy per atom of mp-1193140 is -0.743681253794641 eV/atom.,-0.743681253794641
mp-23265,band_gap,2.0054,The band gap of mp-23265 is 2.0054 eV.,2.0054
mp-1193140,band_gap,1.8661999999999992,The band gap of mp-1193140 is 1.8662 eV.,1.8662
mp-29657,band_gap,0.665199999999999,The band gap of mp-29657 is 0.6652 eV.,0.6652
mp-1345,formation_energy_per_atom,-1.2564584531547611,The formation energy per atom of mp-1345 is -1.2564584531547611 eV/atom.,-1.2564584531547611
mp-23265,formation_energy_per_atom,-2.506313930624998,The formation energy per atom of mp-23265 is -2.506313930624998 eV/atom.,-2.506313930624998
mp-29657,formation_energy_per_atom,-0.214525574374999,The formation energy per atom of mp-29657 is -0.214525574374999 eV/atom.,-0.214525574374999
mp-542812,band_gap,1.0066,The band gap of mp-542812 is 1.0066 eV.,1.0066
mp-27725,band_gap,2.0942,The band gap of mp-27725 is 2.0942 eV.,2.0942
mp-542812,formation_energy_per_atom,-0.442993200833332,The formation energy per atom of mp-542812 is -0.442993200833332 eV/atom.,-0.442993200833332
mp-10802,formation_energy_per_atom,-0.417557193125,The formation energy per atom of mp-10802 is -0.417557193125 eV/atom.,-0.417557193125
mp-10802,band_gap,0.5879000000000001,The band gap of mp-10802 is 0.5879 eV.,0.5879
mp-27725,formation_energy_per_atom,-0.265866406249999,The formation_energy_per_atom of mp-27725 is -0.265866406249999 eV/atom.,-0.265866406249999
mp-1080428,formation_energy_per_atom,-1.326321304000006,The formation energy per atom of mp-1080428 is -1.326321304000006 eV/atom.,-1.326321304000006
mp-1080428,band_gap,0.8728,The band gap of mp-1080428 is 0.8728 eV.,0.8728
mp-569561,band_gap,3.1165,The band gap of mp-569561 is 3.1165 eV.,3.1165
mp-484,band_gap,0.4326,The band gap of mp-484 is 0.4326 eV according to the database.,0.4326
mp-569561,formation_energy_per_atom,-0.639768098499999,The formation energy per atom of mp-569561 is -0.639768098499999 eV/atom.,-0.639768098499999
mp-743,formation_energy_per_atom,-0.140204309375,The formation energy per atom of mp-743 is -0.140204309375 eV/atom.,-0.140204309375
mp-1864,band_gap,0.1139,The band gap of mp-1864 is 0.1139 eV.,0.1139
mp-484,formation_energy_per_atom,-0.001508734,The formation energy per atom of mp-484 is -0.001508734 eV/atom.,-0.001508734
mp-743,band_gap,4.1608,The band gap of mp-743 is 4.1608 eV.,4.1608
mp-1864,formation_energy_per_atom,-0.678575252480158,The formation energy per atom of mp-1864 is -0.678575252480158 eV/atom.,-0.678575252480158
mp-30520,band_gap,1.667899999999999,The band gap of mp-30520 is 1.6679 eV.,1.6679
mp-30520,formation_energy_per_atom,-0.498485183452379,The formation energy per atom of mp-30520 is -0.498485183452379 eV/atom.,-0.498485183452379
mp-23221,formation_energy_per_atom,-2.306216135416666,The formation energy per atom of mp-23221 is -2.306216135416666 eV/atom.,-2.306216135416666
mp-23221,band_gap,3.429599999999999,The band gap of mp-23221 is 3.4296 eV.,3.4296
mp-149,band_gap,0.6105,The band gap of mp-149 is 0.6105 eV.,0.6105
mp-149,formation_energy_per_atom,0.0,The formation_energy_per_atom of mp-149 is 0.0 eV per atom.,0.0
mp-1863,band_gap,1.451899999999999,The band gap of mp-1863 is 1.4519 eV.,1.4519
mp-1863,formation_energy_per_atom,-0.119684392083333,The formation energy per atom for mp-1863 is -0.119684392083333 eV/atom.,-0.119684392083333
mp-1524446,band_gap,1.0487,The band gap of mp-1524446 is 1.0487 eV.,1.0487
mp-1524446,formation_energy_per_atom,-1.452075918750001,The formation energy per atom of mp-1524446 is -1.452075918750001 eV/atom.,-1.452075918750001
mp-730101,formation_energy_per_atom,0.0,The formation energy per atom of mp-730101 is 0.0 eV/atom.,0.0
mp-730101,band_gap,9.7197,The band gap of mp-730101 is 9.7197 eV according to the database.,9.7197
mp-31049,band_gap,3.4112,The band gap of mp-31049 is 3.4112 eV.,3.4112
mp-31049,formation_energy_per_atom,-3.159657924166664,The formation energy per atom of mp-31049 is -3.159657924166664 eV/atom.,-3.159657924166664
mp-1213805,formation_energy_per_atom,-0.723041855833334,The formation_energy_per_atom of mp-1213805 is -0.723041855833334 eV per atom.,-0.723041855833334
mp-573812,band_gap,1.4052,The band gap of mp-573812 is 1.4052 eV.,1.4052
mp-573812,formation_energy_per_atom,-0.28239570742611,The formation energy per atom for mp-573812 is -0.28239570742611 eV/atom.,-0.28239570742611
mp-1213805,band_gap,1.159,The band gap of mp-1213805 is 1.159 eV.,1.159
mp-7188,band_gap,0.289899999999999,The band gap of mp-7188 is 0.2899 eV.,0.2899
mp-680422,band_gap,2.9265,The band gap of mp-680422 is 2.9265 eV.,2.9265
mp-7188,formation_energy_per_atom,-0.670291663333335,The formation energy per atom of mp-7188 is -0.670291663333335 eV/atom.,-0.670291663333335
mp-1683,band_gap,0.3979,The band gap of mp-1683 is 0.3979 eV.,0.3979
mp-1100,band_gap,1.0375,The band gap of mp-1100 is 1.0375 eV.,1.0375
mp-1683,formation_energy_per_atom,-1.236771233046873,The formation energy per atom of mp-1683 is -1.236771233046873 eV/atom.,-1.236771233046873
mp-680422,formation_energy_per_atom,-0.215968716874999,The formation_energy_per_atom of mp-680422 is -0.215968716874999.,-0.215968716874999
mp-306,band_gap,6.3017,The band gap of mp-306 is 6.3017 eV.,6.3017
mp-1100,formation_energy_per_atom,-0.377014445,The formation energy per atom of mp-1100 is -0.377014445 eV/atom.,-0.377014445
mp-11054,band_gap,0.877899999999999,The band gap of mp-11054 is 0.8779 eV.,0.8779
mp-1018040,band_gap,2.5765,The band gap of mp-1018040 is 2.5765 eV.,2.5765
mp-306,formation_energy_per_atom,-2.798056310000001,The formation energy per atom of mp-306 is -2.798056310000001 eV/atom.,-2.798056310000001
mp-11054,formation_energy_per_atom,-0.278649864374999,The formation energy per atom of mp-11054 is -0.278649864374999 eV per atom.,-0.278649864374999
mp-12957,formation_energy_per_atom,0.0,"According to the database, the formation energy per atom of mp-12957 is 0.0 eV/atom.",0.0
mp-12957,band_gap,1.0933,The band gap of mp-12957 is 1.0933 eV.,1.0933
mp-1018040,formation_energy_per_atom,-1.474296713671875,The formation energy per atom of mp-1018040 is −1.474296713671875 eV/atom.,-1.474296713671875
mp-8377,band_gap,3.0604,The band gap of mp-8377 is 3.0604 eV.,3.0604
mp-23933,band_gap,2.197699999999999,The band gap of mp-23933 is 2.197699999999999 eV.,2.197699999999999
mp-8377,formation_energy_per_atom,-1.4950600038888862,The formation energy per atom of mp-8377 is -1.4950600038888862 eV/atom.,-1.4950600038888862
mp-13568,band_gap,0.3379,The band gap of mp-13568 is 0.3379 eV.,0.3379
mp-23933,formation_energy_per_atom,-0.073632082812499,The formation energy per atom of mp-23933 is -0.073632082812499 eV/atom.,-0.073632082812499
mp-13568,formation_energy_per_atom,-2.015935722708332,The formation energy per atom of mp-13568 is -2.015935722708332 eV/atom.,-2.015935722708332
mp-1154,band_gap,0.7510000000000001,The band gap of mp-1154 is 0.751 eV.,0.751
mp-571442,band_gap,3.0417,The band gap of mp-571442 is 3.0417 eV.,3.0417
mp-571442,formation_energy_per_atom,-1.710965791249998,The formation energy per atom of mp-571442 is -1.710965791249998 eV/atom.,-1.710965791249998
mp-1524481,band_gap,8.309,The band gap of mp-1524481 is 8.309 eV.,8.309
mp-27972,formation_energy_per_atom,-2.494519163125,The formation energy per atom of mp-27972 is -2.494519163125 eV/atom.,-2.494519163125
mp-1524481,formation_energy_per_atom,-1.27488559425,The formation energy per atom of mp-1524481 is -1.27488559425 eV/atom.,-1.27488559425
mp-1154,formation_energy_per_atom,-0.286120912954541,The formation energy per atom of mp-1154 is -0.286120912954541 eV/atom.,-0.286120912954541
mp-1524458,band_gap,3.1633,The band gap of mp-1524458 is 3.1633 eV.,3.1633
mp-27972,band_gap,4.103299999999999,The band gap of mp-27972 is 4.1033 eV.,4.1033
mp-27153,formation_energy_per_atom,-1.76299271,The formation energy per atom of mp-27153 is -1.76299271 eV/atom.,-1.76299271
mp-27153,band_gap,0.2115,The database reports the band gap of mp-27153 as 0.2115 eV.,0.2115
mp-1524458,formation_energy_per_atom,-1.529192906999997,The formation energy per atom of mp-1524458 is -1.529192906999997 eV/atom.,-1.529192906999997
mp-634859,formation_energy_per_atom,-2.206560153333333,The formation energy per atom of mp-634859 is -2.206560153333333 eV/atom.,-2.206560153333333
mp-634859,band_gap,2.7345,The band gap of mp-634859 is 2.7345 eV.,2.7345
mp-468,band_gap,7.6012,The band gap of mp-468 is 7.6012 eV.,7.6012
mp-559931,formation_energy_per_atom,-3.238528048750001,The formation energy per atom of mp-559931 is -3.238528048750001 eV/atom.,-3.238528048750001
mp-559931,band_gap,1.6025,The band gap of mp-559931 is 1.6025 eV.,1.6025
mp-1206891,band_gap,1.0096,The band gap of mp-1206891 is 1.0096 eV.,1.0096
mp-468,formation_energy_per_atom,-3.86576940625,The formation energy per atom of mp-468 is -3.86576940625 eV/atom.,-3.86576940625
