material_id,gt_band_gap,tool_band_gap,pred_band_gap,abs_err,label,raw_output,latency_s
mp-29179,3.1002,3.1002,3.1002,0.0,ok,3.1002,0.6794412136077881
mp-1205121,0.24520000000000003,0.24520000000000003,0.2452,2.7755575615628914e-17,ok,0.2452,0.7177309989929199
mp-10497,2.2919,2.2919,2.2919,0.0,ok,2.2919,0.7191901206970215
mp-27148,0.836199999999999,0.836199999999999,0.8362,9.992007221626409e-16,ok,0.8362,0.815601110458374
mp-1545417,0.7358999999999991,0.7358999999999991,0.7359,8.881784197001252e-16,ok,0.7359,0.9259452819824219
mp-1203760,1.0648,1.0648,1.0648,0.0,ok,1.0648,0.8149809837341309
mp-470,1.2157,1.2157,1.2157,0.0,ok,1.2157,0.9237358570098877
mp-16922,0.32480000000000003,0.32480000000000003,0.3248,5.551115123125783e-17,ok,0.3248,0.8165130615234375
mp-624,2.6454,2.6454,2.6454,0.0,ok,2.6454,0.715951681137085
mp-22859,1.6513,1.6513,1.6513,0.0,ok,1.6513,0.7196061611175537
mp-31050,3.6753,3.6753,3.6753,0.0,ok,3.6753,0.7157087326049805
mp-541013,1.0859,1.0859,1.0859,0.0,ok,1.0859,0.6648640632629395
mp-18536,0.20849999999999902,0.20849999999999902,0.2085,9.71445146547012e-16,ok,0.2085,0.563025951385498
mp-200,0.861699999999999,0.861699999999999,0.8617,9.992007221626409e-16,ok,0.8617,0.7149088382720947
mp-23261,2.7278000000000002,2.7278000000000002,2.7278,4.440892098500626e-16,ok,2.7278,0.6137070655822754
mp-7440,0.8684000000000001,0.8684000000000001,0.8684,1.1102230246251565e-16,ok,0.8684,0.6619229316711426
mp-569867,0.378,0.378,0.378,0.0,ok,0.378,0.6825911998748779
mp-1205852,0.8523000000000001,0.8523000000000001,0.8523,1.1102230246251565e-16,ok,0.8523,0.702009916305542
mp-28483,1.069899999999999,1.069899999999999,1.0699,1.1102230246251565e-15,ok,1.0699,0.719092845916748
mp-561664,4.0186,4.0186,4.0186,0.0,ok,4.0186,0.8176488876342773
mp-27871,1.2584,1.2584,1.2584,0.0,ok,1.2584,0.8213539123535156
mp-680339,0.755599999999999,0.755599999999999,0.7556,9.992007221626409e-16,ok,0.7556,0.7169098854064941
mp-582753,0.8007000000000001,0.8007000000000001,0.8007,1.1102230246251565e-16,ok,0.8007,0.6835978031158447
mp-30092,3.4576000000000002,3.4576000000000002,3.4576,4.440892098500626e-16,ok,3.4576,0.645557165145874
mp-27161,2.9118,2.9118,2.9118,0.0,ok,2.9118,0.6136980056762695
mp-1018138,1.037,1.037,1.037,0.0,ok,1.037,0.8155357837677002
mp-23155,8.5132,8.5132,8.5132,0.0,ok,8.5132,0.7170889377593994
mp-1197742,0.8515,0.8515,0.8515,0.0,ok,0.8515,0.8178250789642334
mp-647579,3.2214,3.2214,3.2214,0.0,ok,3.2214,0.7164938449859619
mp-15649,0.8155000000000001,0.8155000000000001,0.8155,1.1102230246251565e-16,ok,0.8155,0.7165651321411133
mp-557993,1.1596,1.1596,1.1596,0.0,ok,1.1596,0.7174289226531982
mp-7904,0.6551,0.6551,0.6551,0.0,ok,0.6551,0.779242992401123
mp-570738,2.4743999999999993,2.4743999999999993,2.4744,8.881784197001252e-16,ok,2.4744,0.7604899406433105
mp-628742,0.5845,0.5845,0.5845,0.0,ok,0.5845,0.8188931941986084
mp-1204356,1.8389000000000002,1.8389000000000002,1.8389,2.220446049250313e-16,ok,1.8389,0.9344277381896973
mp-7262,0.22409999999999902,0.22409999999999902,0.2241,9.71445146547012e-16,ok,0.2241,0.6522979736328125
mp-28879,1.1418,1.1418,1.1418,0.0,ok,1.1418,0.7644059658050537
mp-27684,1.099199999999999,1.099199999999999,1.0992,8.881784197001252e-16,ok,1.0992,0.7128078937530518
mp-541404,0.7584000000000001,0.7584000000000001,0.7584,1.1102230246251565e-16,ok,0.7584,0.867887020111084
mp-1391848,2.0863,2.0863,2.0863,0.0,ok,2.0863,0.6501479148864746
mp-1184796,8.0745,8.0745,8.0745,0.0,ok,8.0745,0.6725709438323975
mp-9268,0.7039000000000001,0.7039000000000001,0.7039,1.1102230246251565e-16,ok,0.7039,0.7813189029693604
mp-540922,0.1806,0.1806,0.1806,0.0,ok,0.1806,0.8152997493743896
mp-540675,3.0664,3.0664,3.0664,0.0,ok,3.0664,0.8190288543701172
mp-571235,2.021,2.021,2.021,0.0,ok,2.021,0.6138911247253418
mp-1208424,2.5242,2.5242,2.5242,0.0,ok,2.5242,0.515733003616333
mp-27971,5.0865,5.0865,5.0865,0.0,ok,5.0865,0.9211490154266357
mp-22909,4.0533,4.0533,4.0533,0.0,ok,4.0533,0.5649359226226807
mp-556516,0.7668,0.7668,0.7668,0.0,ok,0.7668,0.7677409648895264
mp-21526,0.5708000000000001,0.5708000000000001,0.5708,1.1102230246251565e-16,ok,0.5708,0.5950188636779785
mp-1274279,1.8157,1.8157,1.8157,0.0,ok,1.8157,0.6039447784423828
mp-554855,1.5712000000000002,1.5712000000000002,1.5712,2.220446049250313e-16,ok,1.5712,0.7408387660980225
mp-510557,4.2395,4.2395,4.2395,0.0,ok,4.2395,0.7191739082336426
mp-27291,0.155399999999999,0.155399999999999,0.1554,9.992007221626409e-16,ok,0.1554,0.5115690231323242
mp-568348,1.8454000000000002,1.8454000000000002,1.8454,2.220446049250313e-16,ok,1.8454,0.9600188732147217
mp-2084,0.9437999999999991,0.9437999999999991,0.9438,8.881784197001252e-16,ok,0.9438,0.6039607524871826
mp-995393,2.1989,2.1989,2.1989,0.0,ok,2.1989,0.7865490913391113
mp-1345,0.34430000000000005,0.34430000000000005,0.3443,5.551115123125783e-17,ok,0.3443,0.6191341876983643
mp-1193140,1.8661999999999992,1.8661999999999992,1.8662,8.881784197001252e-16,ok,1.8662,0.5115420818328857
mp-29657,0.665199999999999,0.665199999999999,0.6652,9.992007221626409e-16,ok,0.6652,0.8163518905639648
mp-23265,2.0054,2.0054,2.0054,0.0,ok,2.0054,1.124101161956787
mp-542812,1.0066,1.0066,1.0066,0.0,ok,1.0066,0.7156188488006592
mp-10802,0.5879000000000001,0.5879000000000001,0.5879,1.1102230246251565e-16,ok,0.5879,0.5147602558135986
mp-27725,2.0942,2.0942,2.0942,0.0,ok,2.0942,0.7136092185974121
mp-1080428,0.8728,0.8728,0.8728,0.0,ok,0.8728,0.7186160087585449
mp-569561,3.1165,3.1165,3.1165,0.0,ok,3.1165,0.7140510082244873
mp-743,4.1608,4.1608,4.1608,0.0,ok,4.1608,0.593137264251709
mp-484,0.43260000000000004,0.43260000000000004,0.4326,5.551115123125783e-17,ok,0.4326,0.9814269542694092
mp-1864,0.11390000000000002,0.11390000000000002,0.1139,1.3877787807814457e-17,ok,0.1139,0.5786759853363037
mp-30520,1.667899999999999,1.667899999999999,1.6679,8.881784197001252e-16,ok,1.6679,0.8187084197998047
mp-23221,3.429599999999999,3.429599999999999,3.4296,1.3322676295501878e-15,ok,3.4296,0.8870019912719727
mp-149,0.6105,0.6105,0.6105,0.0,ok,0.6105,0.6625149250030518
mp-1863,1.451899999999999,1.451899999999999,1.4519,8.881784197001252e-16,ok,1.4519,0.800504207611084
mp-1524446,1.0487,1.0487,1.0487,0.0,ok,1.0487,0.8239872455596924
mp-730101,9.7197,9.7197,9.7197,0.0,ok,9.7197,0.7910752296447754
mp-31049,3.4112,3.4112,3.4112,0.0,ok,3.4112,0.8452000617980957
mp-573812,1.4052,1.4052,1.4052,0.0,ok,1.4052,0.5114750862121582
mp-1213805,1.159,1.159,1.159,0.0,ok,1.159,0.816796064376831
mp-7188,0.28989999999999905,0.28989999999999905,0.2899,9.43689570931383e-16,ok,0.2899,0.6180872917175293
mp-680422,2.9265,2.9265,2.9265,0.0,ok,2.9265,0.6039578914642334
mp-1683,0.39790000000000003,0.39790000000000003,0.3979,5.551115123125783e-17,ok,0.3979,0.7137928009033203
mp-1100,1.0375,1.0375,1.0375,0.0,ok,1.0375,0.7265698909759521
mp-11054,0.877899999999999,0.877899999999999,0.8779,9.992007221626409e-16,ok,0.8779,0.5315661430358887
mp-306,6.3017,6.3017,6.3017,0.0,ok,6.3017,0.6115422248840332
mp-1018040,2.5765000000000002,2.5765000000000002,2.5765,4.440892098500626e-16,ok,2.5765,0.7046239376068115
mp-12957,1.0933,1.0933,1.0933,0.0,ok,1.0933,0.6478347778320312
mp-8377,3.0604,3.0604,3.0604,0.0,ok,3.0604,0.7777409553527832
mp-23933,2.197699999999999,2.197699999999999,2.1977,1.3322676295501878e-15,ok,2.1977,0.8178586959838867
mp-13568,0.33790000000000003,0.33790000000000003,0.3379,5.551115123125783e-17,ok,0.3379,0.7154099941253662
mp-571442,3.0417,3.0417,3.0417,0.0,ok,3.0417,0.6755869388580322
mp-1154,0.7510000000000001,0.7510000000000001,0.751,1.1102230246251565e-16,ok,0.751,0.6592588424682617
mp-1524481,8.309,8.309,8.309,0.0,ok,8.309,0.5081491470336914
mp-27972,4.103299999999999,4.103299999999999,4.1033,8.881784197001252e-16,ok,4.1033,0.8194270133972168
mp-27153,0.21150000000000002,0.21150000000000002,0.2115,2.7755575615628914e-17,ok,0.2115,0.7051808834075928
mp-1524458,3.1633,3.1633,3.1633,0.0,ok,3.1633,0.7121889591217041
mp-634859,2.7345,2.7345,2.7345,0.0,ok,2.7345,0.8364143371582031
mp-468,7.6012,7.6012,7.6012,0.0,ok,7.6012,0.7143232822418213
mp-559931,1.6025,1.6025,1.6025,0.0,ok,1.6025,0.817436933517456
mp-1206891,1.0096,1.0096,1.0096,0.0,ok,1.0096,0.7207942008972168
mp-1095275,0.48890000000000006,0.48890000000000006,0.4889,5.551115123125783e-17,ok,0.4889,0.7159881591796875
mp-1201,0.13140000000000002,0.13140000000000002,0.1314,2.7755575615628914e-17,ok,0.1314,0.6136560440063477
mp-570437,2.3382,2.3382,2.3382,0.0,ok,2.3382,0.8176510334014893
mp-27358,2.9034,2.9034,2.9034,0.0,ok,2.9034,0.6870558261871338
mp-754815,3.976499999999999,3.976499999999999,3.9765,1.3322676295501878e-15,ok,3.9765,0.5852689743041992
mp-568263,1.2121,1.2121,1.2121,0.0,ok,1.2121,0.6518089771270752
mp-1025522,0.6758999999999991,0.6758999999999991,0.6759,8.881784197001252e-16,ok,0.6759,0.7397701740264893
mp-571011,1.7836,1.7836,1.7836,0.0,ok,1.7836,0.6110179424285889
mp-28044,4.918,4.918,4.918,0.0,ok,4.918,0.7185647487640381
mp-1217322,0.7062,0.7062,0.7062,0.0,ok,0.7062,0.7168738842010498
mp-541155,0.9239,0.9239,0.9239,0.0,ok,0.9239,0.7435309886932373
mp-19,0.18560000000000001,0.18560000000000001,0.1856,2.7755575615628914e-17,ok,0.1856,0.78818678855896
mp-22885,2.686199999999999,2.686199999999999,2.6862,8.881784197001252e-16,ok,2.6862,0.7383780479431152
mp-20652,1.9078,1.9078,1.9078,0.0,ok,1.9078,0.6987118721008301
mp-27857,0.9792000000000001,0.9792000000000001,0.9792,1.1102230246251565e-16,ok,0.9792,0.8150269985198975
mp-985829,1.2237,1.2237,1.2237,0.0,ok,1.2237,0.922950267791748
mp-30034,4.4707,4.4707,4.4707,0.0,ok,4.4707,0.8185949325561523
mp-22881,3.5244,3.5244,3.5244,0.0,ok,3.5244,0.8204679489135742
mp-32755,1.0395,1.0395,1.0395,0.0,ok,1.0395,0.7126200199127197
mp-2715,0.172299999999999,0.172299999999999,0.1723,9.992007221626409e-16,ok,0.1723,0.5184500217437744
mp-504759,0.9911000000000001,0.9911000000000001,0.9911,1.1102230246251565e-16,ok,0.9911,0.7110390663146973
mp-1525121,1.687399999999999,1.687399999999999,1.6874,1.1102230246251565e-15,ok,1.6874,0.7202839851379395
mp-865194,5.3798,5.3798,5.3798,0.0,ok,5.3798,0.6111040115356445
mp-541610,2.597,2.597,2.597,0.0,ok,2.597,0.7226409912109375
mp-28933,1.7587000000000002,1.7587000000000002,1.7587,2.220446049250313e-16,ok,1.7587,0.7130591869354248
mp-23205,3.6162,3.6162,3.6162,0.0,ok,3.6162,0.6686837673187256
mp-985831,0.5342,0.5342,0.5342,0.0,ok,0.5342,0.5582222938537598
mp-540829,0.710199999999999,0.710199999999999,0.7102,9.992007221626409e-16,ok,0.7102,0.7132530212402344
mp-1525632,2.8979,2.8979,2.8979,0.0,ok,2.8979,0.7162630558013916
mp-573815,0.9469999999999991,0.9469999999999991,0.947,8.881784197001252e-16,ok,0.947,0.8223481178283691
mp-607450,0.229,0.229,0.229,0.0,ok,0.229,0.7171070575714111
mp-23162,1.0479,1.0479,1.0479,0.0,ok,1.0479,0.6218128204345703
mp-2402,1.1286,1.1286,1.1286,0.0,ok,1.1286,0.4881627559661865
mp-9922,1.1326,1.1326,1.1326,0.0,ok,1.1326,0.8349859714508057
mp-1545216,0.48360000000000003,0.48360000000000003,0.4836,5.551115123125783e-17,ok,0.4836,0.8177740573883057
mp-1968,3.824799999999999,3.824799999999999,3.8248,1.3322676295501878e-15,ok,3.8248,0.7141518592834473
mp-29711,0.638899999999999,0.638899999999999,0.6389,9.992007221626409e-16,ok,0.6389,0.7162401676177979
mp-2133,0.7227,0.7227,0.7227,0.0,ok,0.7227,0.6166651248931885
mp-1185959,1.133699999999999,1.133699999999999,1.1337,8.881784197001252e-16,ok,1.1337,1.0247888565063477
mp-985278,6.0693,6.0693,6.0693,0.0,ok,6.0693,0.613455057144165
mp-23710,3.709699999999999,3.709699999999999,3.7097,1.3322676295501878e-15,ok,3.7097,0.5077660083770752
mp-341,1.9022000000000001,1.9022000000000001,1.9022,2.220446049250313e-16,ok,1.9022,0.7204201221466064
mp-32800,2.2962,2.2962,2.2962,0.0,ok,2.2962,0.8156228065490723
mp-685014,2.0644,2.0644,2.0644,0.0,ok,2.0644,0.7191958427429199
mp-559798,4.9116,4.9116,4.9116,0.0,ok,4.9116,0.7168080806732178
mp-1080821,0.7896000000000001,0.7896000000000001,0.7896,1.1102230246251565e-16,ok,0.7896,0.6123456954956055
mp-540625,1.7063000000000001,1.7063000000000001,1.7063,2.220446049250313e-16,ok,1.7063,0.6120548248291016
mp-1025442,1.3846999999999992,1.3846999999999992,1.3847,8.881784197001252e-16,ok,1.3847,0.6213817596435547
mp-556911,1.6921,1.6921,1.6921,0.0,ok,1.6921,0.7108781337738037
mp-23263,2.9266,2.9266,2.9266,0.0,ok,2.9266,0.6128411293029785
mp-16911,1.9539,1.9539,1.9539,0.0,ok,1.9539,0.7211329936981201
mp-1705,0.5057,0.5057,0.5057,0.0,ok,0.5057,0.7123467922210693
mp-561197,5.5366,5.5366,5.5366,0.0,ok,5.5366,0.6006848812103271
mp-23183,4.299799999999999,4.299799999999999,4.2998,8.881784197001252e-16,ok,4.2998,0.6182961463928223
mp-23280,3.9873000000000003,3.9873000000000003,3.9873,4.440892098500626e-16,ok,3.9873,0.9340810775756836
mp-1524462,2.7061,2.7061,2.7061,0.0,ok,2.7061,0.6126956939697266
mp-706630,3.606099999999999,3.606099999999999,3.6061,8.881784197001252e-16,ok,3.6061,0.5939538478851318
mp-541837,0.3769,0.3769,0.3769,0.0,ok,0.3769,0.6582090854644775
mp-1819,2.028799999999999,2.028799999999999,2.0288,8.881784197001252e-16,ok,2.0288,0.7645010948181152
mp-7988,0.583199999999999,0.583199999999999,0.5832,9.992007221626409e-16,ok,0.5832,0.5417039394378662
mp-2049132,0.21629999999999902,0.21629999999999902,0.2163,9.71445146547012e-16,ok,0.2163,0.7131788730621338
mp-7943,0.3285,0.3285,0.3285,0.0,ok,0.3285,0.6764872074127197
mp-30792,0.15660000000000002,0.15660000000000002,0.1566,2.7755575615628914e-17,ok,0.1566,0.6578512191772461
mp-352,4.0165,4.0165,4.0165,0.0,ok,4.0165,0.8161349296569824
mp-15954,0.2625,0.2625,0.2625,0.0,ok,0.2625,1.0259671211242676
mp-23165,0.8929,0.8929,0.8929,0.0,ok,0.8929,0.8157970905303955
mp-2251,0.9840000000000001,0.9840000000000001,0.984,1.1102230246251565e-16,ok,0.984,0.5910630226135254
mp-181,0.21629999999999902,0.21629999999999902,0.2163,9.71445146547012e-16,ok,0.2163,0.6370120048522949
mp-2340,1.7361,1.7361,1.7361,0.0,ok,1.7361,0.7111532688140869
mp-1443,3.1684,3.1684,3.1684,0.0,ok,3.1684,0.6055159568786621
mp-2697,2.8495,2.8495,2.8495,0.0,ok,2.8495,0.6891100406646729
mp-680463,0.391399999999999,0.391399999999999,0.3914,9.992007221626409e-16,ok,0.3914,0.5531032085418701
mp-542810,1.9674,1.9674,1.9674,0.0,ok,1.9674,0.7175791263580322
mp-971787,1.1332,1.1332,1.1332,0.0,ok,1.1332,0.718472957611084
mp-1105,2.2352,2.2352,2.2352,0.0,ok,2.2352,0.58294677734375
