mp_id,property,tool_value,raw_output,model,experiment,ts
mp-571518,formation_energy_per_atom,-0.946381717857144,-0.946381717857144,gemini,exp2_grounded_noverify,1770617057.692608
mp-9852,band_gap,0.1259,0.1259,gemini,exp2_grounded_noverify,1770617058.928659
mp-9852,formation_energy_per_atom,-0.616732226646824,-0.616732226646824,gemini,exp2_grounded_noverify,1770617060.802217
mp-34202,band_gap,0.3388,0.3388,gemini,exp2_grounded_noverify,1770617061.99861
mp-34202,formation_energy_per_atom,-0.274401004000003,-0.274401004000003,gemini,exp2_grounded_noverify,1770617063.234613
mp-570796,band_gap,1.537399999999999,1.537399999999999,gemini,exp2_grounded_noverify,1770617064.5717309
mp-570796,formation_energy_per_atom,-0.7330447383333331,-0.7330447383333331,gemini,exp2_grounded_noverify,1770617066.024168
mp-1195,band_gap,1.8930999999999991,1.8930999999999991,gemini,exp2_grounded_noverify,1770617067.4329548
mp-1195,formation_energy_per_atom,-0.50608046735294,-0.50608046735294,gemini,exp2_grounded_noverify,1770617069.361303
mp-672204,band_gap,0.378699999999999,0.3787,gemini,exp2_grounded_noverify,1770617070.753238
mp-672204,formation_energy_per_atom,-0.400380674374999,-0.400380674374999,gemini,exp2_grounded_noverify,1770617072.23503
mp-29179,band_gap,3.1002,3.1002,gemini,exp2_grounded_noverify,1770617073.69486
mp-29179,formation_energy_per_atom,-1.055039141666666,-1.055039141666666,gemini,exp2_grounded_noverify,1770617075.12626
mp-1205121,band_gap,0.2452,0.2452,gemini,exp2_grounded_noverify,1770617076.836191
mp-1205121,formation_energy_per_atom,-0.510760389375001,-0.510760389375001,gemini,exp2_grounded_noverify,1770617078.167733
mp-10497,band_gap,2.2919,2.2919,gemini,exp2_grounded_noverify,1770617079.533458
mp-10497,formation_energy_per_atom,-0.127321634999998,-0.127321634999998,gemini,exp2_grounded_noverify,1770617080.700202
mp-27148,band_gap,0.836199999999999,0.8362,gemini,exp2_grounded_noverify,1770617081.982534
mp-27148,formation_energy_per_atom,-0.319383066011903,-0.319383066011903,gemini,exp2_grounded_noverify,1770617083.289689
mp-1545417,band_gap,0.7358999999999991,0.7358999999999991,gemini,exp2_grounded_noverify,1770617084.658188
mp-1545417,formation_energy_per_atom,-1.718154452499998,-1.718154452499998,gemini,exp2_grounded_noverify,1770617085.9310231
mp-1203760,band_gap,1.0648,1.0648,gemini,exp2_grounded_noverify,1770617087.220164
mp-1203760,formation_energy_per_atom,-0.553621656590911,-0.553621656590911,gemini,exp2_grounded_noverify,1770617088.496465
mp-470,band_gap,1.2157,1.2157,gemini,exp2_grounded_noverify,1770617089.77679
mp-470,formation_energy_per_atom,-2.156655663333334,-2.156655663333334,gemini,exp2_grounded_noverify,1770617091.167125
mp-16922,band_gap,0.3248,0.3248,gemini,exp2_grounded_noverify,1770617092.407176
mp-16922,formation_energy_per_atom,-0.962356391249998,-0.962356391249998,gemini,exp2_grounded_noverify,1770617093.5907578
mp-624,band_gap,2.6454,2.6454,gemini,exp2_grounded_noverify,1770617095.0730119
mp-624,formation_energy_per_atom,-0.209188941071428,-0.209188941071428,gemini,exp2_grounded_noverify,1770617096.497735
mp-22859,band_gap,1.6513,1.6513,gemini,exp2_grounded_noverify,1770617097.9333959
mp-22859,formation_energy_per_atom,-0.443566703750002,-0.443566703750002,gemini,exp2_grounded_noverify,1770617099.470167
mp-31050,band_gap,3.6753,3.6753,gemini,exp2_grounded_noverify,1770617101.315136
mp-31050,formation_energy_per_atom,-0.30258604611111,-0.30258604611111,gemini,exp2_grounded_noverify,1770617102.781743
mp-541013,band_gap,1.0859,1.0859,gemini,exp2_grounded_noverify,1770617104.307959
mp-541013,formation_energy_per_atom,-1.031189425666664,-1.031189425666664,gemini,exp2_grounded_noverify,1770617105.83918
mp-18536,band_gap,0.208499999999999,0.2085,gemini,exp2_grounded_noverify,1770617107.2310479
mp-18536,formation_energy_per_atom,-1.128947433749999,-1.128947433749999,gemini,exp2_grounded_noverify,1770617108.7305212
mp-200,band_gap,0.861699999999999,0.861699999999999,gemini,exp2_grounded_noverify,1770617110.124806
mp-200,formation_energy_per_atom,-0.514802012604166,-0.514802012604166,gemini,exp2_grounded_noverify,1770617111.82894
mp-23261,band_gap,2.7278,2.7278,gemini,exp2_grounded_noverify,1770617113.231573
mp-23261,formation_energy_per_atom,-0.7564620653571411,-0.7564620653571411,gemini,exp2_grounded_noverify,1770617114.5261629
mp-7440,band_gap,0.8684000000000001,0.8684000000000001,gemini,exp2_grounded_noverify,1770617115.857574
mp-7440,formation_energy_per_atom,-0.499863119613094,-0.499863119613094,gemini,exp2_grounded_noverify,1770617117.386993
mp-569867,band_gap,0.378,0.378,gemini,exp2_grounded_noverify,1770617118.7873971
mp-569867,formation_energy_per_atom,-0.7546754528571421,-0.7546754528571421,gemini,exp2_grounded_noverify,1770617120.4639459
mp-1205852,band_gap,0.8523000000000001,0.8523000000000001,gemini,exp2_grounded_noverify,1770617121.8970938
mp-1205852,formation_energy_per_atom,-2.094997655499997,-2.094997655499997,gemini,exp2_grounded_noverify,1770617123.32918
mp-28483,band_gap,1.069899999999999,1.0699,gemini,exp2_grounded_noverify,1770617124.660959
mp-28483,formation_energy_per_atom,-0.9345107228571432,-0.9345107228571432,gemini,exp2_grounded_noverify,1770617125.998833
mp-561664,band_gap,4.0186,4.0186,gemini,exp2_grounded_noverify,1770617127.478424
mp-561664,formation_energy_per_atom,-2.216336207,-2.216336207,gemini,exp2_grounded_noverify,1770617128.812466
mp-27871,band_gap,1.2584,1.2584,gemini,exp2_grounded_noverify,1770617130.196078
mp-27871,formation_energy_per_atom,-0.8457965725000001,-0.8457965725000001,gemini,exp2_grounded_noverify,1770617131.6314602
mp-680339,band_gap,0.755599999999999,0.755599999999999,gemini,exp2_grounded_noverify,1770617132.910789
mp-680339,formation_energy_per_atom,-0.28327900617555,-0.28327900617555,gemini,exp2_grounded_noverify,1770617134.1962938
mp-582753,band_gap,0.8007000000000001,0.8007000000000001,gemini,exp2_grounded_noverify,1770617135.619871
mp-582753,formation_energy_per_atom,-0.434993182323239,-0.434993182323239,gemini,exp2_grounded_noverify,1770617137.053455
mp-30092,band_gap,3.4576,3.4576,gemini,exp2_grounded_noverify,1770617138.38643
mp-30092,formation_energy_per_atom,-1.725360933333334,-1.725360933333334,gemini,exp2_grounded_noverify,1770617139.71177
mp-27161,band_gap,2.9118,2.9118,gemini,exp2_grounded_noverify,1770617141.149028
mp-27161,formation_energy_per_atom,-0.8721765856249991,-0.8721765856249991,gemini,exp2_grounded_noverify,1770617142.481102
mp-1018138,band_gap,1.037,1.037,gemini,exp2_grounded_noverify,1770617143.708477
mp-1018138,formation_energy_per_atom,-0.7411700000000001,-0.7411700000000001,gemini,exp2_grounded_noverify,1770617145.142532
mp-23155,band_gap,8.5132,8.5132,gemini,exp2_grounded_noverify,1770617146.4393542
mp-23155,formation_energy_per_atom,0.0,0.0,gemini,exp2_grounded_noverify,1770617147.805639
mp-1197742,band_gap,0.8515,0.8515,gemini,exp2_grounded_noverify,1770617148.93233
mp-1197742,formation_energy_per_atom,-0.327354584285715,-0.327354584285715,gemini,exp2_grounded_noverify,1770617150.258207
mp-647579,band_gap,3.2214,3.2214,gemini,exp2_grounded_noverify,1770617151.594841
mp-647579,formation_energy_per_atom,-1.267659339375001,-1.267659339375001,gemini,exp2_grounded_noverify,1770617152.8210912
mp-15649,band_gap,0.8155000000000001,0.8155000000000001,gemini,exp2_grounded_noverify,1770617154.188106
mp-15649,formation_energy_per_atom,-0.571072849166668,-0.571072849166668,gemini,exp2_grounded_noverify,1770617155.486275
mp-557993,band_gap,1.1596,1.1596,gemini,exp2_grounded_noverify,1770617156.820262
mp-557993,formation_energy_per_atom,-1.459764126666667,-1.459764126666667,gemini,exp2_grounded_noverify,1770617158.144772
mp-7904,band_gap,0.6551,0.6551,gemini,exp2_grounded_noverify,1770617159.365472
mp-7904,formation_energy_per_atom,-0.120742532380951,-0.120742532380951,gemini,exp2_grounded_noverify,1770617160.564779
mp-570738,band_gap,2.4744,2.4744,gemini,exp2_grounded_noverify,1770617161.934355
mp-570738,formation_energy_per_atom,-0.727731253611111,-0.727731253611111,gemini,exp2_grounded_noverify,1770617163.575238
mp-628742,band_gap,0.5845,0.5845,gemini,exp2_grounded_noverify,1770617164.909865
mp-628742,formation_energy_per_atom,-0.486485566153847,-0.486485566153847,gemini,exp2_grounded_noverify,1770617166.339844
mp-1204356,band_gap,1.8389,1.8389,gemini,exp2_grounded_noverify,1770617167.671472
mp-1204356,formation_energy_per_atom,-0.305946444868422,-0.305946444868422,gemini,exp2_grounded_noverify,1770617169.001045
mp-7262,band_gap,0.224099999999999,0.2241,gemini,exp2_grounded_noverify,1770617170.333073
mp-7262,formation_energy_per_atom,-0.148990749583333,-0.148990749583333,gemini,exp2_grounded_noverify,1770617171.767667
mp-28879,band_gap,1.1418,1.1418,gemini,exp2_grounded_noverify,1770617173.104697
mp-28879,formation_energy_per_atom,-1.057331754908424,-1.057331754908424,gemini,exp2_grounded_noverify,1770617174.380439
mp-27684,band_gap,1.099199999999999,1.099199999999999,gemini,exp2_grounded_noverify,1770617175.859803
mp-27684,formation_energy_per_atom,-0.932556454761906,-0.932556454761906,gemini,exp2_grounded_noverify,1770617177.91138
mp-541404,band_gap,0.7584000000000001,0.7584000000000001,gemini,exp2_grounded_noverify,1770617179.357436
mp-541404,formation_energy_per_atom,-2.522468176666668,-2.522468176666668,gemini,exp2_grounded_noverify,1770617180.686531
mp-1391848,band_gap,2.0863,2.0863,gemini,exp2_grounded_noverify,1770617182.0145762
mp-1391848,formation_energy_per_atom,-2.063723397142856,-2.063723397142856,gemini,exp2_grounded_noverify,1770617183.3382568
mp-1184796,band_gap,8.0745,8.0745,gemini,exp2_grounded_noverify,1770617184.9937458
mp-1184796,formation_energy_per_atom,-1.406990803749999,-1.406990803749999,gemini,exp2_grounded_noverify,1770617186.3762949
mp-9268,band_gap,0.7039000000000001,0.7039000000000001,gemini,exp2_grounded_noverify,1770617188.157995
mp-9268,formation_energy_per_atom,-1.167954419796875,-1.167954419796875,gemini,exp2_grounded_noverify,1770617189.894567
mp-540922,band_gap,0.1806,0.1806,gemini,exp2_grounded_noverify,1770617191.238564
mp-540922,formation_energy_per_atom,-0.450521733124998,-0.450521733124998,gemini,exp2_grounded_noverify,1770617192.6270201
mp-540675,band_gap,3.0664,3.0664,gemini,exp2_grounded_noverify,1770617193.991727
mp-540675,formation_energy_per_atom,-0.349825507562499,-0.349825507562499,gemini,exp2_grounded_noverify,1770617195.273671
mp-571235,band_gap,2.021,2.021,gemini,exp2_grounded_noverify,1770617196.680133
mp-571235,formation_energy_per_atom,-1.227871009333331,-1.227871009333331,gemini,exp2_grounded_noverify,1770617198.0905018
mp-1208424,band_gap,2.5242,2.5242,gemini,exp2_grounded_noverify,1770617199.522217
mp-1208424,formation_energy_per_atom,-0.812674219083331,-0.812674219083331,gemini,exp2_grounded_noverify,1770617200.94908
mp-27971,band_gap,5.0865,5.0865,gemini,exp2_grounded_noverify,1770617202.3841321
mp-27971,formation_energy_per_atom,-2.788094297499999,-2.788094297499999,gemini,exp2_grounded_noverify,1770617203.821414
mp-22909,band_gap,4.0533,4.0533,gemini,exp2_grounded_noverify,1770617205.1521869
mp-22909,formation_energy_per_atom,-1.291011926666667,-1.291011926666667,gemini,exp2_grounded_noverify,1770617206.688815
mp-556516,band_gap,0.7668,0.7668,gemini,exp2_grounded_noverify,1770617208.0198662
mp-556516,formation_energy_per_atom,-0.505116372129634,-0.505116372129634,gemini,exp2_grounded_noverify,1770617209.348295
mp-21526,band_gap,0.5708000000000001,0.5708000000000001,gemini,exp2_grounded_noverify,1770617210.788522
mp-21526,formation_energy_per_atom,-0.362189247187497,-0.362189247187497,gemini,exp2_grounded_noverify,1770617212.1167412
mp-1274279,band_gap,1.8157,1.8157,gemini,exp2_grounded_noverify,1770617213.449447
mp-1274279,formation_energy_per_atom,-1.481519387499999,-1.481519387499999,gemini,exp2_grounded_noverify,1770617214.9901881
mp-554855,band_gap,1.5712000000000002,1.5712000000000002,gemini,exp2_grounded_noverify,1770617216.6085918
mp-554855,formation_energy_per_atom,-2.60675029,-2.60675029,gemini,exp2_grounded_noverify,1770617217.84848
mp-510557,band_gap,4.2395,4.2395,gemini,exp2_grounded_noverify,1770617219.301398
mp-510557,formation_energy_per_atom,-0.216854790312499,-0.216854790312499,gemini,exp2_grounded_noverify,1770617220.655176
mp-27291,band_gap,0.155399999999999,0.155399999999999,gemini,exp2_grounded_noverify,1770617222.0027258
mp-27291,formation_energy_per_atom,-2.149853655000001,-2.149853655000001,gemini,exp2_grounded_noverify,1770617223.3775518
mp-568348,band_gap,1.8454,1.8454,gemini,exp2_grounded_noverify,1770617224.914627
mp-568348,formation_energy_per_atom,0.0,0.0,gemini,exp2_grounded_noverify,1770617226.350246
mp-2084,band_gap,0.9437999999999992,0.9437999999999992,gemini,exp2_grounded_noverify,1770617227.783359
mp-2084,formation_energy_per_atom,-0.6734596323437501,-0.6734596323437501,gemini,exp2_grounded_noverify,1770617228.908248
mp-995393,band_gap,2.1989,2.1989,gemini,exp2_grounded_noverify,1770617230.545366
mp-995393,formation_energy_per_atom,-0.612184769666665,-0.612184769666665,gemini,exp2_grounded_noverify,1770617231.814445
mp-1345,band_gap,0.3443,0.3443,gemini,exp2_grounded_noverify,1770617233.1887622
mp-1345,formation_energy_per_atom,-1.2564584531547611,-1.2564584531547611,gemini,exp2_grounded_noverify,1770617234.7451851
mp-1193140,band_gap,1.8661999999999992,1.8661999999999992,gemini,exp2_grounded_noverify,1770617236.178211
mp-1193140,formation_energy_per_atom,-0.743681253794641,-0.743681253794641,gemini,exp2_grounded_noverify,1770617237.509762
mp-29657,band_gap,0.665199999999999,0.6652,gemini,exp2_grounded_noverify,1770617238.841296
mp-29657,formation_energy_per_atom,-0.214525574374999,-0.214525574374999,gemini,exp2_grounded_noverify,1770617240.6845329
mp-23265,band_gap,2.0054,2.0054,gemini,exp2_grounded_noverify,1770617242.0147798
mp-23265,formation_energy_per_atom,-2.506313930624998,-2.506313930624998,gemini,exp2_grounded_noverify,1770617243.44838
mp-542812,band_gap,1.0066,1.0066,gemini,exp2_grounded_noverify,1770617244.782943
mp-542812,formation_energy_per_atom,-0.442993200833332,-0.442993200833332,gemini,exp2_grounded_noverify,1770617246.419528
mp-10802,band_gap,0.5879000000000001,0.5879000000000001,gemini,exp2_grounded_noverify,1770617247.854691
mp-10802,formation_energy_per_atom,-0.417557193125,-0.417557193125,gemini,exp2_grounded_noverify,1770617248.97967
mp-27725,band_gap,2.0942,2.0942,gemini,exp2_grounded_noverify,1770617250.311529
mp-27725,formation_energy_per_atom,-0.265866406249999,-0.265866406249999,gemini,exp2_grounded_noverify,1770617251.4371488
mp-1080428,band_gap,0.8728,0.8728,gemini,exp2_grounded_noverify,1770617252.665673
mp-1080428,formation_energy_per_atom,-1.326321304000006,-1.326321304000006,gemini,exp2_grounded_noverify,1770617253.998755
mp-569561,band_gap,3.1165,3.1165,gemini,exp2_grounded_noverify,1770617255.4305449
mp-569561,formation_energy_per_atom,-0.639768098499999,-0.639768098499999,gemini,exp2_grounded_noverify,1770617256.764338
mp-743,band_gap,4.1608,4.1608,gemini,exp2_grounded_noverify,1770617258.295688
mp-743,formation_energy_per_atom,-0.140204309375,-0.140204309375,gemini,exp2_grounded_noverify,1770617259.73176
mp-484,band_gap,0.4326,0.4326,gemini,exp2_grounded_noverify,1770617261.065376
mp-484,formation_energy_per_atom,-0.001508734,-0.001508734,gemini,exp2_grounded_noverify,1770617262.392103
mp-1864,band_gap,0.1139,0.1139,gemini,exp2_grounded_noverify,1770617263.623578
mp-1864,formation_energy_per_atom,-0.678575252480158,-0.678575252480158,gemini,exp2_grounded_noverify,1770617264.9526882
mp-30520,band_gap,1.667899999999999,1.667899999999999,gemini,exp2_grounded_noverify,1770617266.2181382
mp-30520,formation_energy_per_atom,-0.498485183452379,-0.498485183452379,gemini,exp2_grounded_noverify,1770617267.511769
mp-23221,band_gap,3.429599999999999,3.4296,gemini,exp2_grounded_noverify,1770617268.8441112
mp-23221,formation_energy_per_atom,-2.306216135416666,-2.306216135416666,gemini,exp2_grounded_noverify,1770617270.483575
mp-149,band_gap,0.6105,0.6105,gemini,exp2_grounded_noverify,1770617271.814954
mp-149,formation_energy_per_atom,0.0,0.0,gemini,exp2_grounded_noverify,1770617273.045965
mp-1863,band_gap,1.451899999999999,1.4519,gemini,exp2_grounded_noverify,1770617274.478899
mp-1863,formation_energy_per_atom,-0.119684392083333,-0.119684392083333,gemini,exp2_grounded_noverify,1770617275.822365
mp-1524446,band_gap,1.0487,1.0487,gemini,exp2_grounded_noverify,1770617277.552664
mp-1524446,formation_energy_per_atom,-1.452075918750001,-1.452075918750001,gemini,exp2_grounded_noverify,1770617278.779082
mp-730101,band_gap,9.7197,9.7197,gemini,exp2_grounded_noverify,1770617279.991393
mp-730101,formation_energy_per_atom,0.0,0.0,gemini,exp2_grounded_noverify,1770617281.337112
mp-31049,band_gap,3.4112,3.4112,gemini,exp2_grounded_noverify,1770617282.602344
mp-31049,formation_energy_per_atom,-3.159657924166664,-3.159657924166664,gemini,exp2_grounded_noverify,1770617283.906601
mp-573812,band_gap,1.4052,1.4052,gemini,exp2_grounded_noverify,1770617285.341824
mp-573812,formation_energy_per_atom,-0.28239570742611,-0.28239570742611,gemini,exp2_grounded_noverify,1770617286.81179
mp-1213805,band_gap,1.159,1.159,gemini,exp2_grounded_noverify,1770617288.1452138
mp-1213805,formation_energy_per_atom,-0.723041855833334,-0.723041855833334,gemini,exp2_grounded_noverify,1770617289.615328
mp-7188,band_gap,0.289899999999999,0.289899999999999,gemini,exp2_grounded_noverify,1770617291.091601
mp-7188,formation_energy_per_atom,-0.670291663333335,-0.670291663333335,gemini,exp2_grounded_noverify,1770617292.5017211
mp-680422,band_gap,2.9265,2.9265,gemini,exp2_grounded_noverify,1770617294.0369852
mp-680422,formation_energy_per_atom,-0.215968716874999,-0.215968716874999,gemini,exp2_grounded_noverify,1770617295.364453
mp-1683,band_gap,0.3979,0.3979,gemini,exp2_grounded_noverify,1770617296.597586
mp-1683,formation_energy_per_atom,-1.236771233046873,-1.236771233046873,gemini,exp2_grounded_noverify,1770617297.895052
mp-1100,band_gap,1.0375,1.0375,gemini,exp2_grounded_noverify,1770617299.258707
mp-1100,formation_energy_per_atom,-0.377014445,-0.377014445,gemini,exp2_grounded_noverify,1770617300.591232
mp-11054,band_gap,0.877899999999999,0.877899999999999,gemini,exp2_grounded_noverify,1770617301.717201
mp-11054,formation_energy_per_atom,-0.278649864374999,-0.278649864374999,gemini,exp2_grounded_noverify,1770617302.8434591
mp-306,band_gap,6.3017,6.3017,gemini,exp2_grounded_noverify,1770617303.9704351
mp-306,formation_energy_per_atom,-2.798056310000001,-2.798056310000001,gemini,exp2_grounded_noverify,1770617305.25821
mp-1018040,band_gap,2.5765,2.5765,gemini,exp2_grounded_noverify,1770617306.499985
mp-1018040,formation_energy_per_atom,-1.474296713671875,-1.474296713671875,gemini,exp2_grounded_noverify,1770617307.66634
mp-12957,band_gap,1.0933,1.0933,gemini,exp2_grounded_noverify,1770617308.883421
mp-12957,formation_energy_per_atom,0.0,0.0,gemini,exp2_grounded_noverify,1770617310.217141
mp-8377,band_gap,3.0604,3.0604,gemini,exp2_grounded_noverify,1770617311.5480168
mp-8377,formation_energy_per_atom,-1.4950600038888862,-1.4950600038888862,gemini,exp2_grounded_noverify,1770617312.855902
mp-23933,band_gap,2.197699999999999,2.197699999999999,gemini,exp2_grounded_noverify,1770617314.3111181
mp-23933,formation_energy_per_atom,-0.073632082812499,-0.073632082812499,gemini,exp2_grounded_noverify,1770617315.746036
mp-13568,band_gap,0.3379,0.3379,gemini,exp2_grounded_noverify,1770617317.182893
mp-13568,formation_energy_per_atom,-2.015935722708332,-2.015935722708332,gemini,exp2_grounded_noverify,1770617318.5113
mp-571442,band_gap,3.0417,3.0417,gemini,exp2_grounded_noverify,1770617319.533383
mp-571442,formation_energy_per_atom,-1.710965791249998,-1.710965791249998,gemini,exp2_grounded_noverify,1770617320.970072
mp-1154,band_gap,0.7510000000000001,0.7510000000000001,gemini,exp2_grounded_noverify,1770617322.299008
mp-1154,formation_energy_per_atom,-0.286120912954541,-0.286120912954541,gemini,exp2_grounded_noverify,1770617323.529223
mp-1524481,band_gap,8.309,8.309,gemini,exp2_grounded_noverify,1770617324.69013
mp-1524481,formation_energy_per_atom,-1.27488559425,-1.27488559425,gemini,exp2_grounded_noverify,1770617325.987544
mp-27972,band_gap,4.103299999999999,4.103299999999999,gemini,exp2_grounded_noverify,1770617327.420513
mp-27972,formation_energy_per_atom,-2.494519163125,-2.494519163125,gemini,exp2_grounded_noverify,1770617328.650267
mp-27153,band_gap,0.2115,0.2115,gemini,exp2_grounded_noverify,1770617329.8512099
mp-27153,formation_energy_per_atom,-1.76299271,-1.76299271,gemini,exp2_grounded_noverify,1770617330.9040918
mp-1524458,band_gap,3.1633,3.1633,gemini,exp2_grounded_noverify,1770617332.234277
mp-1524458,formation_energy_per_atom,-1.529192906999997,-1.529192906999997,gemini,exp2_grounded_noverify,1770617333.561002
mp-634859,band_gap,2.7345,2.7345,gemini,exp2_grounded_noverify,1770617335.018367
mp-634859,formation_energy_per_atom,-2.206560153333333,-2.206560153333333,gemini,exp2_grounded_noverify,1770617336.3292549
mp-468,band_gap,7.6012,7.6012,gemini,exp2_grounded_noverify,1770617337.660189
mp-468,formation_energy_per_atom,-3.86576940625,-3.86576940625,gemini,exp2_grounded_noverify,1770617338.9920561
mp-559931,band_gap,1.6025,1.6025,gemini,exp2_grounded_noverify,1770617340.1959329
mp-559931,formation_energy_per_atom,-3.238528048750001,-3.238528048750001,gemini,exp2_grounded_noverify,1770617341.655401
mp-1206891,band_gap,1.0096,1.0096,gemini,exp2_grounded_noverify,1770617342.985588
mp-1206891,formation_energy_per_atom,-0.5667571437499991,-0.5667571437499991,gemini,exp2_grounded_noverify,1770617344.316747
mp-1095275,band_gap,0.4889,0.4889,gemini,exp2_grounded_noverify,1770617345.6480498
mp-1095275,formation_energy_per_atom,-0.009709900654762,-0.009709900654762,gemini,exp2_grounded_noverify,1770617347.288894
mp-1201,band_gap,0.1314,0.1314,gemini,exp2_grounded_noverify,1770617348.7188091
mp-1201,formation_energy_per_atom,-0.383199846000002,-0.383199846000002,gemini,exp2_grounded_noverify,1770617350.091211
mp-570437,band_gap,2.3382,2.3382,gemini,exp2_grounded_noverify,1770617351.4851341
mp-570437,formation_energy_per_atom,-0.827083558444443,-0.827083558444443,gemini,exp2_grounded_noverify,1770617353.022845
mp-27358,band_gap,2.9034,2.9034,gemini,exp2_grounded_noverify,1770617354.453532
mp-27358,formation_energy_per_atom,-1.022062649955356,-1.022062649955356,gemini,exp2_grounded_noverify,1770617355.705487
mp-754815,band_gap,3.976499999999999,3.9765,gemini,exp2_grounded_noverify,1770617357.119231
mp-754815,formation_energy_per_atom,-2.30537281125,-2.30537281125,gemini,exp2_grounded_noverify,1770617358.6525598
mp-568263,band_gap,1.2121,1.2121,gemini,exp2_grounded_noverify,1770617359.983884
mp-568263,formation_energy_per_atom,-0.69001870828125,-0.69001870828125,gemini,exp2_grounded_noverify,1770617361.530234
mp-1025522,band_gap,0.6758999999999991,0.6758999999999991,gemini,exp2_grounded_noverify,1770617362.749125
