mp_id,property,tool_value,raw_output,model,experiment,ts
mp-30031,formation_energy_per_atom,-1.89441126,mp-30031: formation_energy_per_atom is -1.89441126 eV/atom.,gemini,exp2a_grounded_noverify,1770619867.713541
mp-555908,band_gap,2.2721,mp-555908: band_gap is 2.2721 eV.,gemini,exp2a_grounded_noverify,1770619869.108428
mp-555908,formation_energy_per_atom,-2.341685073333334,mp-555908: formation_energy_per_atom is -2.341685073333334 eV/atom.,gemini,exp2a_grounded_noverify,1770619870.3768451
mp-22398,band_gap,3.1061,mp-22398: band_gap is 3.1061 eV.,gemini,exp2a_grounded_noverify,1770619871.5350962
mp-22398,formation_energy_per_atom,-2.648772015416667,mp-22398: formation_energy_per_atom is -2.648772015416667 eV/atom.,gemini,exp2a_grounded_noverify,1770619872.959931
mp-27628,band_gap,1.3552,mp-27628: band_gap is 1.3552 eV.,gemini,exp2a_grounded_noverify,1770619874.295632
mp-27628,formation_energy_per_atom,-0.3329571455,mp-27628: formation_energy_per_atom is -0.3329571455 eV/atom.,gemini,exp2a_grounded_noverify,1770619875.553068
mp-1212833,band_gap,0.3912,mp-1212833: band_gap is 0.3912 eV.,gemini,exp2a_grounded_noverify,1770619876.72286
mp-1212833,formation_energy_per_atom,-0.299415060454546,mp-1212833: formation_energy_per_atom is -0.299415060454546 eV/atom.,gemini,exp2a_grounded_noverify,1770619878.2204921
mp-571518,band_gap,1.9169,mp-571518: band_gap is 1.9169 eV.,gemini,exp2a_grounded_noverify,1770619879.5515141
mp-571518,formation_energy_per_atom,-0.946381717857144,mp-571518: formation_energy_per_atom is -0.946381717857144 eV/atom.,gemini,exp2a_grounded_noverify,1770619880.836361
mp-9852,band_gap,0.1259,mp-9852: band_gap is 0.1259 eV.,gemini,exp2a_grounded_noverify,1770619882.0018141
mp-9852,formation_energy_per_atom,-0.616732226646824,mp-9852: formation_energy_per_atom is -0.616732226646824 eV/atom.,gemini,exp2a_grounded_noverify,1770619883.4414232
mp-34202,band_gap,0.3388,mp-34202: band_gap is 0.3388 eV.,gemini,exp2a_grounded_noverify,1770619884.651989
mp-34202,formation_energy_per_atom,-0.274401004000003,mp-34202: formation_energy_per_atom is -0.274401004000003 eV/atom.,gemini,exp2a_grounded_noverify,1770619885.94869
mp-570796,band_gap,1.537399999999999,mp-570796: band_gap is 1.5374 eV.,gemini,exp2a_grounded_noverify,1770619887.226804
mp-570796,formation_energy_per_atom,-0.7330447383333331,mp-570796: formation_energy_per_atom is -0.7330447383333331 eV/atom.,gemini,exp2a_grounded_noverify,1770619888.4662359
mp-1195,band_gap,1.8930999999999991,mp-1195: band_gap is 1.8931 eV.,gemini,exp2a_grounded_noverify,1770619889.73197
mp-1195,formation_energy_per_atom,-0.50608046735294,mp-1195: formation_energy_per_atom is -0.50608046735294 eV/atom.,gemini,exp2a_grounded_noverify,1770619891.120781
mp-672204,band_gap,0.378699999999999,mp-672204: band_gap is 0.3787 eV.,gemini,exp2a_grounded_noverify,1770619892.417532
mp-672204,formation_energy_per_atom,-0.400380674374999,mp-672204: formation_energy_per_atom is -0.400380674374999 eV/atom.,gemini,exp2a_grounded_noverify,1770619893.5616388
mp-29179,band_gap,3.1002,mp-29179: band_gap is 3.1002 eV.,gemini,exp2a_grounded_noverify,1770619895.115475
mp-29179,formation_energy_per_atom,-1.055039141666666,mp-29179: formation_energy_per_atom is -1.055039141666666 eV/atom.,gemini,exp2a_grounded_noverify,1770619896.181084
mp-1205121,band_gap,0.2452,mp-1205121: band_gap is 0.2452 eV.,gemini,exp2a_grounded_noverify,1770619897.438467
mp-1205121,formation_energy_per_atom,-0.510760389375001,mp-1205121: formation_energy_per_atom is -0.510760389375001 eV/atom.,gemini,exp2a_grounded_noverify,1770619898.5936651
mp-10497,band_gap,2.2919,mp-10497: band_gap is 2.2919 eV.,gemini,exp2a_grounded_noverify,1770619899.652341
mp-10497,formation_energy_per_atom,-0.127321634999998,mp-10497: formation_energy_per_atom is -0.127321634999998 eV/atom.,gemini,exp2a_grounded_noverify,1770619900.9925041
mp-27148,band_gap,0.836199999999999,mp-27148: band_gap is 0.836 eV.,gemini,exp2a_grounded_noverify,1770619902.456656
mp-27148,formation_energy_per_atom,-0.319383066011903,mp-27148: formation_energy_per_atom is -0.319383066011903 eV/atom.,gemini,exp2a_grounded_noverify,1770619903.825372
mp-1545417,band_gap,0.7358999999999991,mp-1545417: band_gap is 0.7359 eV.,gemini,exp2a_grounded_noverify,1770619905.3531258
mp-1545417,formation_energy_per_atom,-1.718154452499998,mp-1545417: formation_energy_per_atom is -1.718154452499998 eV/atom.,gemini,exp2a_grounded_noverify,1770619906.78173
mp-1203760,band_gap,1.0648,mp-1203760: band_gap is 1.0648 eV.,gemini,exp2a_grounded_noverify,1770619908.1085608
mp-1203760,formation_energy_per_atom,-0.553621656590911,mp-1203760: formation_energy_per_atom is -0.553621656590911 eV/atom.,gemini,exp2a_grounded_noverify,1770619909.756742
mp-470,band_gap,1.2157,mp-470: band_gap is 1.2157 eV.,gemini,exp2a_grounded_noverify,1770619911.144511
mp-470,formation_energy_per_atom,-2.156655663333334,mp-470: formation_energy_per_atom is -2.156655663333334 eV/atom.,gemini,exp2a_grounded_noverify,1770619912.423435
mp-16922,band_gap,0.3248,mp-16922: band_gap is 0.3248 eV.,gemini,exp2a_grounded_noverify,1770619913.860168
mp-16922,formation_energy_per_atom,-0.962356391249998,mp-16922: formation_energy_per_atom is -0.962356391249998 eV/atom.,gemini,exp2a_grounded_noverify,1770619915.085114
mp-624,band_gap,2.6454,mp-624: band_gap is 2.6454 eV.,gemini,exp2a_grounded_noverify,1770619916.534786
mp-624,formation_energy_per_atom,-0.209188941071428,mp-624: formation_energy_per_atom is -0.209188941071428 eV/atom.,gemini,exp2a_grounded_noverify,1770619917.799388
mp-22859,band_gap,1.6513,mp-22859: band_gap is 1.6513 eV.,gemini,exp2a_grounded_noverify,1770619919.1407712
mp-22859,formation_energy_per_atom,-0.443566703750002,mp-22859: formation_energy_per_atom is -0.443566703750002 eV/atom.,gemini,exp2a_grounded_noverify,1770619920.608141
mp-31050,band_gap,3.6753,mp-31050: band_gap is 3.6753 eV.,gemini,exp2a_grounded_noverify,1770619921.957715
mp-31050,formation_energy_per_atom,-0.30258604611111,mp-31050: formation_energy_per_atom is -0.30258604611111 eV/atom.,gemini,exp2a_grounded_noverify,1770619923.3150249
mp-541013,band_gap,1.0859,mp-541013: band_gap is 1.0859 eV.,gemini,exp2a_grounded_noverify,1770619924.7743711
mp-541013,formation_energy_per_atom,-1.031189425666664,mp-541013: formation_energy_per_atom is -1.031189425666664 eV/atom.,gemini,exp2a_grounded_noverify,1770619926.0814898
mp-18536,band_gap,0.208499999999999,mp-18536: band_gap is 0.2085 eV.,gemini,exp2a_grounded_noverify,1770619927.4835699
mp-18536,formation_energy_per_atom,-1.128947433749999,mp-18536: formation_energy_per_atom is -1.128947433749999 eV/atom.,gemini,exp2a_grounded_noverify,1770619928.711013
mp-200,band_gap,0.861699999999999,mp-200: band_gap is 0.8617 eV.,gemini,exp2a_grounded_noverify,1770619929.97905
mp-200,formation_energy_per_atom,-0.514802012604166,mp-200: formation_energy_per_atom is -0.514802012604166 eV/atom.,gemini,exp2a_grounded_noverify,1770619931.3390489
mp-23261,band_gap,2.7278,mp-23261: band_gap is 2.7278 eV.,gemini,exp2a_grounded_noverify,1770619932.824884
mp-23261,formation_energy_per_atom,-0.7564620653571411,mp-23261: formation_energy_per_atom is -0.7564620653571411 eV/atom.,gemini,exp2a_grounded_noverify,1770619934.336354
mp-7440,band_gap,0.8684000000000001,mp-7440: band_gap is 0.8684 eV.,gemini,exp2a_grounded_noverify,1770619935.753792
mp-7440,formation_energy_per_atom,-0.499863119613094,mp-7440: formation_energy_per_atom is -0.499863119613094 eV/atom.,gemini,exp2a_grounded_noverify,1770619937.0979588
mp-569867,band_gap,0.378,mp-569867: band_gap is 0.378 eV.,gemini,exp2a_grounded_noverify,1770619938.3289332
mp-569867,formation_energy_per_atom,-0.7546754528571421,mp-569867: formation_energy_per_atom is -0.7546754528571421 eV/atom.,gemini,exp2a_grounded_noverify,1770619940.294091
mp-1205852,band_gap,0.8523000000000001,mp-1205852: band_gap is 0.8523 eV.,gemini,exp2a_grounded_noverify,1770619941.505617
mp-1205852,formation_energy_per_atom,-2.094997655499997,mp-1205852: formation_energy_per_atom is -2.094997655499997 eV/atom.,gemini,exp2a_grounded_noverify,1770619942.852895
mp-28483,band_gap,1.069899999999999,mp-28483: band_gap is 1.0699 eV.,gemini,exp2a_grounded_noverify,1770619944.132425
mp-28483,formation_energy_per_atom,-0.9345107228571432,mp-28483: formation_energy_per_atom is -0.9345107228571432 eV/atom.,gemini,exp2a_grounded_noverify,1770619945.7018728
mp-561664,band_gap,4.0186,mp-561664: band_gap is 4.0186 eV.,gemini,exp2a_grounded_noverify,1770619946.9671092
mp-561664,formation_energy_per_atom,-2.216336207,mp-561664: formation_energy_per_atom is -2.216336207 eV/atom.,gemini,exp2a_grounded_noverify,1770619948.2369769
mp-27871,band_gap,1.2584,mp-27871: band_gap is 1.2584 eV.,gemini,exp2a_grounded_noverify,1770619949.219323
mp-27871,formation_energy_per_atom,-0.8457965725000001,mp-27871: formation_energy_per_atom is -0.8457965725 eV/atom.,gemini,exp2a_grounded_noverify,1770619950.553697
mp-680339,band_gap,0.755599999999999,mp-680339: band_gap is 0.7556 eV.,gemini,exp2a_grounded_noverify,1770619951.850455
mp-680339,formation_energy_per_atom,-0.28327900617555,mp-680339: formation_energy_per_atom is -0.28327900617555 eV/atom.,gemini,exp2a_grounded_noverify,1770619953.4080682
mp-582753,band_gap,0.8007000000000001,mp-582753: band_gap is 0.8007 eV.,gemini,exp2a_grounded_noverify,1770619954.77182
mp-582753,formation_energy_per_atom,-0.434993182323239,mp-582753: formation_energy_per_atom is -0.434993182323239 eV/atom.,gemini,exp2a_grounded_noverify,1770619956.042163
mp-30092,band_gap,3.4576,mp-30092: band_gap is 3.4576 eV.,gemini,exp2a_grounded_noverify,1770619957.323644
mp-30092,formation_energy_per_atom,-1.725360933333334,mp-30092: formation_energy_per_atom is -1.725360933333334 eV/atom.,gemini,exp2a_grounded_noverify,1770619959.526986
mp-27161,band_gap,2.9118,mp-27161: band_gap is 2.9118 eV.,gemini,exp2a_grounded_noverify,1770619960.852864
mp-27161,formation_energy_per_atom,-0.8721765856249991,mp-27161: formation_energy_per_atom is -0.8721765856249991 eV/atom.,gemini,exp2a_grounded_noverify,1770619962.0864
mp-1018138,band_gap,1.037,mp-1018138: band_gap is 1.037 eV.,gemini,exp2a_grounded_noverify,1770619963.417152
mp-1018138,formation_energy_per_atom,-0.7411700000000001,mp-1018138: formation_energy_per_atom is -0.74117 eV/atom.,gemini,exp2a_grounded_noverify,1770619964.701204
mp-23155,band_gap,8.5132,mp-23155: band_gap is 8.5132 eV.,gemini,exp2a_grounded_noverify,1770619965.992714
mp-23155,formation_energy_per_atom,0.0,mp-23155: formation_energy_per_atom is 0.0 eV/atom.,gemini,exp2a_grounded_noverify,1770619967.351377
mp-1197742,band_gap,0.8515,mp-1197742: band_gap is 0.8515 eV.,gemini,exp2a_grounded_noverify,1770619968.70493
mp-1197742,formation_energy_per_atom,-0.327354584285715,mp-1197742: formation_energy_per_atom is -0.327354584285715 eV/atom.,gemini,exp2a_grounded_noverify,1770619969.975956
mp-647579,band_gap,3.2214,mp-647579: band_gap is 3.2214 eV.,gemini,exp2a_grounded_noverify,1770619971.230655
mp-647579,formation_energy_per_atom,-1.267659339375001,mp-647579: formation_energy_per_atom is -1.267659339375001 eV/atom.,gemini,exp2a_grounded_noverify,1770619972.574209
mp-15649,band_gap,0.8155000000000001,mp-15649: band_gap is 0.8155 eV.,gemini,exp2a_grounded_noverify,1770619973.865417
mp-15649,formation_energy_per_atom,-0.571072849166668,mp-15649: formation_energy_per_atom is -0.571072849166668 eV/atom.,gemini,exp2a_grounded_noverify,1770619975.794121
mp-557993,band_gap,1.1596,mp-557993: band_gap is 1.1596 eV.,gemini,exp2a_grounded_noverify,1770619977.146976
mp-557993,formation_energy_per_atom,-1.459764126666667,mp-557993: formation_energy_per_atom is -1.459764126666667 eV/atom.,gemini,exp2a_grounded_noverify,1770619978.4757838
mp-7904,band_gap,0.6551,mp-7904: band_gap is 0.6551 eV.,gemini,exp2a_grounded_noverify,1770619979.804682
mp-7904,formation_energy_per_atom,-0.120742532380951,mp-7904: formation_energy_per_atom is -0.120742532380951 eV/atom.,gemini,exp2a_grounded_noverify,1770619981.068077
mp-570738,band_gap,2.4744,mp-570738: band_gap is 2.4744 eV.,gemini,exp2a_grounded_noverify,1770619982.512796
mp-570738,formation_energy_per_atom,-0.727731253611111,mp-570738: formation_energy_per_atom is -0.727731253611111 eV/atom.,gemini,exp2a_grounded_noverify,1770619984.106265
mp-628742,band_gap,0.5845,mp-628742: band_gap is 0.5845 eV.,gemini,exp2a_grounded_noverify,1770619985.2912068
mp-628742,formation_energy_per_atom,-0.486485566153847,mp-628742: formation_energy_per_atom is -0.486485566153847 eV/atom.,gemini,exp2a_grounded_noverify,1770619987.640574
mp-1204356,band_gap,1.8389,mp-1204356: band_gap is 1.8389 eV.,gemini,exp2a_grounded_noverify,1770619989.0067022
mp-1204356,formation_energy_per_atom,-0.305946444868422,mp-1204356: formation_energy_per_atom is -0.305946444868422 eV/atom.,gemini,exp2a_grounded_noverify,1770619990.106909
mp-7262,band_gap,0.224099999999999,mp-7262: band_gap is 0.224 eV.,gemini,exp2a_grounded_noverify,1770619991.683273
mp-7262,formation_energy_per_atom,-0.148990749583333,mp-7262: formation_energy_per_atom is -0.148990749583333 eV/atom.,gemini,exp2a_grounded_noverify,1770619993.177278
mp-28879,band_gap,1.1418,mp-28879: band_gap is 1.1418 eV.,gemini,exp2a_grounded_noverify,1770619994.22299
mp-28879,formation_energy_per_atom,-1.057331754908424,mp-28879: formation_energy_per_atom is -1.057331754908424 eV/atom.,gemini,exp2a_grounded_noverify,1770619995.641574
mp-27684,band_gap,1.099199999999999,mp-27684: band_gap is 1.099199999999999 eV.,gemini,exp2a_grounded_noverify,1770619997.0659258
mp-27684,formation_energy_per_atom,-0.932556454761906,mp-27684: formation_energy_per_atom is -0.932556454761906 eV/atom.,gemini,exp2a_grounded_noverify,1770619998.522505
mp-541404,band_gap,0.7584000000000001,mp-541404: band_gap is 0.7584 eV.,gemini,exp2a_grounded_noverify,1770619999.923597
mp-541404,formation_energy_per_atom,-2.522468176666668,mp-541404: formation_energy_per_atom is -2.522468176666668 eV/atom.,gemini,exp2a_grounded_noverify,1770620001.0834491
mp-1391848,band_gap,2.0863,mp-1391848: band_gap is 2.0863 eV.,gemini,exp2a_grounded_noverify,1770620002.2773278
mp-1391848,formation_energy_per_atom,-2.063723397142856,mp-1391848: formation_energy_per_atom is -2.063723397142856 eV/atom.,gemini,exp2a_grounded_noverify,1770620003.6226938
mp-1184796,band_gap,8.0745,mp-1184796: band_gap is 8.0745 eV.,gemini,exp2a_grounded_noverify,1770620004.909642
mp-1184796,formation_energy_per_atom,-1.406990803749999,mp-1184796: formation_energy_per_atom is -1.406990803749999 eV/atom.,gemini,exp2a_grounded_noverify,1770620006.457271
mp-9268,band_gap,0.7039000000000001,mp-9268: band_gap is 0.7039 eV.,gemini,exp2a_grounded_noverify,1770620007.817794
mp-9268,formation_energy_per_atom,-1.167954419796875,mp-9268: formation_energy_per_atom is -1.167954419796875 eV/atom.,gemini,exp2a_grounded_noverify,1770620009.0362391
mp-540922,band_gap,0.1806,mp-540922: band_gap is 0.1806 eV.,gemini,exp2a_grounded_noverify,1770620010.183917
mp-540922,formation_energy_per_atom,-0.450521733124998,mp-540922: formation_energy_per_atom is -0.450521733124998 eV/atom.,gemini,exp2a_grounded_noverify,1770620011.4173791
mp-540675,band_gap,3.0664,mp-540675: band_gap is 3.0664 eV.,gemini,exp2a_grounded_noverify,1770620012.6708748
mp-540675,formation_energy_per_atom,-0.349825507562499,mp-540675: formation_energy_per_atom is -0.349825507562499 eV/atom.,gemini,exp2a_grounded_noverify,1770620013.963146
mp-571235,band_gap,2.021,mp-571235: band_gap is 2.021 eV.,gemini,exp2a_grounded_noverify,1770620015.31785
mp-571235,formation_energy_per_atom,-1.227871009333331,mp-571235: formation_energy_per_atom is -1.227871009333331 eV/atom.,gemini,exp2a_grounded_noverify,1770620016.975316
mp-1208424,band_gap,2.5242,mp-1208424: band_gap is 2.5242 eV.,gemini,exp2a_grounded_noverify,1770620018.374992
mp-1208424,formation_energy_per_atom,-0.812674219083331,mp-1208424: formation_energy_per_atom is -0.812674219083331 eV/atom.,gemini,exp2a_grounded_noverify,1770620019.822478
mp-27971,band_gap,5.0865,mp-27971: band_gap is 5.0865 eV.,gemini,exp2a_grounded_noverify,1770620021.376797
mp-27971,formation_energy_per_atom,-2.788094297499999,mp-27971: formation_energy_per_atom is -2.788094297499999 eV/atom.,gemini,exp2a_grounded_noverify,1770620022.96841
mp-22909,band_gap,4.0533,mp-22909: band_gap is 4.0533 eV.,gemini,exp2a_grounded_noverify,1770620024.2631721
mp-22909,formation_energy_per_atom,-1.291011926666667,mp-22909: formation_energy_per_atom is -1.291011926666667 eV/atom.,gemini,exp2a_grounded_noverify,1770620025.692218
mp-556516,band_gap,0.7668,mp-556516: band_gap is 0.7668 eV.,gemini,exp2a_grounded_noverify,1770620026.964131
mp-556516,formation_energy_per_atom,-0.505116372129634,mp-556516: formation_energy_per_atom is -0.505116372129634 eV/atom.,gemini,exp2a_grounded_noverify,1770620028.303482
mp-21526,band_gap,0.5708000000000001,mp-21526: band_gap is 0.5708 eV.,gemini,exp2a_grounded_noverify,1770620029.509063
mp-21526,formation_energy_per_atom,-0.362189247187497,mp-21526: formation_energy_per_atom is -0.362189247187497 eV/atom.,gemini,exp2a_grounded_noverify,1770620030.796083
mp-1274279,band_gap,1.8157,mp-1274279: band_gap is 1.8157 eV.,gemini,exp2a_grounded_noverify,1770620032.181014
mp-1274279,formation_energy_per_atom,-1.481519387499999,mp-1274279: formation_energy_per_atom is -1.481519387499999 eV/atom.,gemini,exp2a_grounded_noverify,1770620033.529727
mp-554855,band_gap,1.5712000000000002,mp-554855: band_gap is 1.5712 eV.,gemini,exp2a_grounded_noverify,1770620034.8148339
mp-554855,formation_energy_per_atom,-2.60675029,mp-554855: formation_energy_per_atom is -2.60675029 eV/atom.,gemini,exp2a_grounded_noverify,1770620036.1103659
mp-510557,band_gap,4.2395,mp-510557: band_gap is 4.2395 eV.,gemini,exp2a_grounded_noverify,1770620037.684615
mp-510557,formation_energy_per_atom,-0.216854790312499,mp-510557: formation_energy_per_atom is -0.216854790312499 eV/atom.,gemini,exp2a_grounded_noverify,1770620039.195272
mp-27291,band_gap,0.155399999999999,mp-27291: band_gap is 0.1554 eV.,gemini,exp2a_grounded_noverify,1770620040.525932
mp-27291,formation_energy_per_atom,-2.149853655000001,mp-27291: formation_energy_per_atom is -2.149853655000001 eV/atom.,gemini,exp2a_grounded_noverify,1770620042.183549
mp-568348,band_gap,1.8454,mp-568348: band_gap is 1.8454 eV.,gemini,exp2a_grounded_noverify,1770620043.689507
mp-568348,formation_energy_per_atom,0.0,mp-568348: formation_energy_per_atom is 0.0 eV/atom.,gemini,exp2a_grounded_noverify,1770620045.305207
mp-2084,band_gap,0.9437999999999992,mp-2084: band_gap is 0.9438 eV.,gemini,exp2a_grounded_noverify,1770620046.779007
mp-2084,formation_energy_per_atom,-0.6734596323437501,mp-2084: formation_energy_per_atom is -0.67346 eV/atom.,gemini,exp2a_grounded_noverify,1770620048.619306
mp-995393,band_gap,2.1989,mp-995393: band_gap is 2.1989 eV.,gemini,exp2a_grounded_noverify,1770620050.071837
mp-995393,formation_energy_per_atom,-0.612184769666665,mp-995393: formation_energy_per_atom is -0.612184769666665 eV/atom.,gemini,exp2a_grounded_noverify,1770620051.2190552
mp-1345,band_gap,0.3443,mp-1345: band_gap is 0.3443 eV.,gemini,exp2a_grounded_noverify,1770620052.6047099
mp-1345,formation_energy_per_atom,-1.2564584531547611,mp-1345: formation_energy_per_atom is -1.2564584531547611 eV/atom.,gemini,exp2a_grounded_noverify,1770620054.1730812
mp-1193140,band_gap,1.8661999999999992,mp-1193140: band_gap is 1.866 eV.,gemini,exp2a_grounded_noverify,1770620055.5803258
mp-1193140,formation_energy_per_atom,-0.743681253794641,mp-1193140: formation_energy_per_atom is -0.743681253794641 eV/atom.,gemini,exp2a_grounded_noverify,1770620058.8575208
mp-29657,band_gap,0.665199999999999,mp-29657: band_gap is 0.665 eV.,gemini,exp2a_grounded_noverify,1770620060.2776692
mp-29657,formation_energy_per_atom,-0.214525574374999,mp-29657: formation_energy_per_atom is -0.214525574374999 eV/atom.,gemini,exp2a_grounded_noverify,1770620061.723288
mp-23265,band_gap,2.0054,mp-23265: band_gap is 2.0054 eV.,gemini,exp2a_grounded_noverify,1770620063.537878
mp-23265,formation_energy_per_atom,-2.506313930624998,mp-23265: formation_energy_per_atom is -2.506313930624998 eV/atom.,gemini,exp2a_grounded_noverify,1770620064.847111
mp-542812,band_gap,1.0066,mp-542812: band_gap is 1.0066 eV.,gemini,exp2a_grounded_noverify,1770620066.07356
mp-542812,formation_energy_per_atom,-0.442993200833332,mp-542812: formation_energy_per_atom is -0.442993200833332 eV/atom.,gemini,exp2a_grounded_noverify,1770620067.3509781
mp-10802,band_gap,0.5879000000000001,mp-10802: band_gap is 0.5879 eV.,gemini,exp2a_grounded_noverify,1770620068.687084
mp-10802,formation_energy_per_atom,-0.417557193125,mp-10802: formation_energy_per_atom is -0.417557193125 eV/atom.,gemini,exp2a_grounded_noverify,1770620070.120797
mp-27725,band_gap,2.0942,mp-27725: band_gap is 2.0942 eV.,gemini,exp2a_grounded_noverify,1770620071.3533282
mp-27725,formation_energy_per_atom,-0.265866406249999,mp-27725: formation_energy_per_atom is -0.265866406249999 eV/atom.,gemini,exp2a_grounded_noverify,1770620072.731005
mp-1080428,band_gap,0.8728,mp-1080428: band_gap is 0.8728 eV.,gemini,exp2a_grounded_noverify,1770620074.0892642
mp-1080428,formation_energy_per_atom,-1.326321304000006,mp-1080428: formation_energy_per_atom is -1.326321304000006 eV/atom.,gemini,exp2a_grounded_noverify,1770620075.4358568
mp-569561,band_gap,3.1165,mp-569561: band_gap is 3.1165 eV.,gemini,exp2a_grounded_noverify,1770620076.677344
mp-569561,formation_energy_per_atom,-0.639768098499999,mp-569561: formation_energy_per_atom is -0.639768098499999 eV/atom.,gemini,exp2a_grounded_noverify,1770620077.9223192
mp-743,band_gap,4.1608,mp-743: band_gap is 4.1608 eV.,gemini,exp2a_grounded_noverify,1770620079.204996
mp-743,formation_energy_per_atom,-0.140204309375,mp-743: formation_energy_per_atom is -0.140204309375 eV/atom.,gemini,exp2a_grounded_noverify,1770620080.777971
mp-484,band_gap,0.4326,mp-484: band_gap is 0.4326 eV.,gemini,exp2a_grounded_noverify,1770620082.20369
mp-484,formation_energy_per_atom,-0.001508734,mp-484: formation_energy_per_atom is -0.001508734 eV/atom.,gemini,exp2a_grounded_noverify,1770620083.636353
mp-1864,band_gap,0.1139,mp-1864: band_gap is 0.1139 eV.,gemini,exp2a_grounded_noverify,1770620084.973768
