mp_id,property,tool_source,tool_value,grounded_output
mp-10497,band_gap,MP_API_Live,2.2919,The band gap of mp-10497 is 2.2919.
mp-10497,formation_energy_per_atom,MP_API_Live,-0.12732163499999802,The formation energy per atom for mp-10497 is approximately -0.127 eV/atom.
mp-27148,band_gap,MP_API_Live,0.836199999999999,The band gap of mp-27148 is approximately 0.836 eV.
mp-27148,formation_energy_per_atom,MP_API_Live,-0.319383066011903,The formation energy per atom for mp-27148 is approximately -0.319 eV/atom.
mp-1545417,band_gap,MP_API_Live,0.7358999999999991,The band gap of mp-1545417 is approximately 0.736 eV.
mp-1545417,formation_energy_per_atom,MP_API_Live,-1.718154452499998,The formation energy per atom for mp-1545417 is approximately -1.72 eV.
mp-1203760,band_gap,MP_API_Live,1.0648,The band gap of mp-1203760 is 1.0648 eV.
mp-1203760,formation_energy_per_atom,MP_API_Live,-0.553621656590911,The formation energy per atom for mp-1203760 is approximately -0.5536 eV.
mp-470,band_gap,MP_API_Live,1.2157,The band gap of mp-470 is approximately 1.2157 electronvolts.
mp-470,formation_energy_per_atom,MP_API_Live,-2.156655663333334,The formation energy per atom for mp-470 is approximately -2.16 eV.
mp-16922,band_gap,MP_API_Live,0.32480000000000003,The band gap of mp-16922 is approximately 0.325 eV.
mp-16922,formation_energy_per_atom,MP_API_Live,-0.962356391249998,The formation energy per atom for mp-16922 is approximately -0.962 eV/atom.
mp-624,band_gap,MP_API_Live,2.6454,The band gap of mp-624 is 2.6454 eV.
mp-624,formation_energy_per_atom,MP_API_Live,-0.20918894107142802,The formation energy per atom for mp-624 is approximately -0.209 eV/atom.
mp-22859,band_gap,MP_API_Live,1.6513,The band gap of mp-22859 is 1.6513 eV.
mp-22859,formation_energy_per_atom,MP_API_Live,-0.443566703750002,The formation energy per atom for mp-22859 is approximately -0.444 eV.
mp-31050,band_gap,MP_API_Live,3.6753,The band gap of mp-31050 is 3.6753.
mp-31050,formation_energy_per_atom,MP_API_Live,-0.30258604611111,The formation energy per atom for mp-31050 is approximately -0.303 eV.
mp-541013,band_gap,MP_API_Live,1.0859,The band gap of mp-541013 is approximately 1.0859 eV.
mp-541013,formation_energy_per_atom,MP_API_Live,-1.031189425666664,The formation energy per atom for mp-541013 is approximately -1.031 eV per atom.
mp-18536,band_gap,MP_API_Live,0.20849999999999902,The band gap of mp-18536 is approximately 0.2085.
mp-18536,formation_energy_per_atom,MP_API_Live,-1.128947433749999,The formation energy per atom for mp-18536 is approximately -1.13 eV.
mp-200,band_gap,MP_API_Live,0.861699999999999,The band gap of mp-200 is approximately 0.862 eV.
mp-200,formation_energy_per_atom,MP_API_Live,-0.514802012604166,The formation energy per atom for mp-200 is approximately -0.515 eV/atom.
mp-23261,band_gap,MP_API_Live,2.7278000000000002,The band gap of mp-23261 is approximately 2.73 eV.
mp-23261,formation_energy_per_atom,MP_API_Live,-0.7564620653571411,The formation energy per atom for mp-23261 is approximately -0.76 eV.
mp-7440,band_gap,MP_API_Live,0.8684000000000001,The band gap of mp-7440 is approximately 0.87 eV.
mp-7440,formation_energy_per_atom,MP_API_Live,-0.49986311961309404,"The formation energy per atom for mp-7440 is approximately -0.5 eV. This value indicates the energy change associated with forming the material from its constituent elements in their standard states, normalized by the number of atoms in the material. A negative value, as seen here, suggests that the formation of mp-7440 is energetically favorable."
mp-569867,band_gap,MP_API_Live,0.378,The band gap for mp-569867 is 0.378.
mp-569867,formation_energy_per_atom,MP_API_Live,-0.7546754528571421,The formation energy per atom for mp-569867 is approximately -0.75 eV.
mp-1205852,band_gap,MP_API_Live,0.8523000000000001,The band gap of mp-1205852 is approximately 0.85 eV.
mp-1205852,formation_energy_per_atom,MP_API_Live,-2.094997655499997,The formation energy per atom for mp-1205852 is approximately -2.10 eV.
mp-28483,band_gap,MP_API_Live,1.069899999999999,The band gap of mp-28483 is approximately 1.07 eV.
mp-28483,formation_energy_per_atom,MP_API_Live,-0.9345107228571431,The formation energy per atom for mp-28483 is approximately -0.93 eV.
mp-561664,band_gap,MP_API_Live,4.0186,The band gap of mp-561664 is approximately 4.0186.
mp-561664,formation_energy_per_atom,MP_API_Live,-2.216336207,The formation energy per atom for mp-561664 is approximately -2.216 eV/atom.
mp-27871,band_gap,MP_API_Live,1.2584,The band gap of mp-27871 is 1.2584.
mp-27871,formation_energy_per_atom,MP_API_Live,-0.8457965725000001,The formation energy per atom for mp-27871 is approximately -0.8458 eV/atom.
mp-680339,band_gap,MP_API_Live,0.755599999999999,The band gap of mp-680339 is approximately 0.756 eV.
mp-680339,formation_energy_per_atom,MP_API_Live,-0.28327900617555,The formation energy per atom for mp-680339 is approximately -0.283 eV/atom.
mp-582753,band_gap,MP_API_Live,0.8007000000000001,The band gap of mp-582753 is approximately 0.80 eV.
mp-582753,formation_energy_per_atom,MP_API_Live,-0.434993182323239,The formation energy per atom for mp-582753 is approximately -0.435 eV/atom.
mp-30092,band_gap,MP_API_Live,3.4576000000000002,The band gap of mp-30092 is approximately 3.46 eV.
mp-30092,formation_energy_per_atom,MP_API_Live,-1.725360933333334,The formation energy per atom for mp-30092 is approximately -1.725 eV/atom.
mp-27161,band_gap,MP_API_Live,2.9118,The band gap of mp-27161 is 2.9118 eV.
mp-27161,formation_energy_per_atom,MP_API_Live,-0.8721765856249991,The formation energy per atom for mp-27161 is approximately -0.87 eV.
mp-1018138,band_gap,MP_API_Live,1.037,The band gap of mp-1018138 is 1.037.
mp-1018138,formation_energy_per_atom,MP_API_Live,-0.7411700000000001,The formation energy per atom for mp-1018138 is approximately -0.74 eV.
mp-23155,band_gap,MP_API_Live,8.5132,The band gap of mp-23155 is 8.5132.
mp-23155,formation_energy_per_atom,MP_API_Live,0.0,The formation energy per atom for mp-23155 is 0.0.
mp-1197742,band_gap,MP_API_Live,0.8515,The band gap of mp-1197742 is approximately 0.8515 eV.
mp-1197742,formation_energy_per_atom,MP_API_Live,-0.327354584285715,The formation energy per atom for mp-1197742 is approximately -0.327 eV/atom.
mp-647579,band_gap,MP_API_Live,3.2214,The band gap of mp-647579 is 3.2214 eV.
mp-647579,formation_energy_per_atom,MP_API_Live,-1.267659339375001,The formation energy per atom for mp-647579 is approximately -1.27 eV.
mp-15649,band_gap,MP_API_Live,0.8155000000000001,The band gap of mp-15649 is approximately 0.8155 eV.
mp-15649,formation_energy_per_atom,MP_API_Live,-0.571072849166668,The formation energy per atom for mp-15649 is approximately -0.571 eV/atom.
mp-557993,band_gap,MP_API_Live,1.1596,The band gap of mp-557993 is 1.1596.
mp-557993,formation_energy_per_atom,MP_API_Live,-1.459764126666667,The formation energy per atom for mp-557993 is approximately -1.46 eV.
mp-7904,band_gap,MP_API_Live,0.6551,The band gap of mp-7904 is 0.6551 eV.
mp-7904,formation_energy_per_atom,MP_API_Live,-0.120742532380951,The formation energy per atom for mp-7904 is approximately -0.121 eV/atom.
mp-570738,band_gap,MP_API_Live,2.4743999999999993,The band gap of mp-570738 is approximately 2.47 eV.
mp-570738,formation_energy_per_atom,MP_API_Live,-0.727731253611111,The formation energy per atom for mp-570738 is approximately -0.7277 eV/atom.
mp-628742,band_gap,MP_API_Live,0.5845,The band gap of mp-628742 is 0.5845.
mp-628742,formation_energy_per_atom,MP_API_Live,-0.486485566153847,The formation energy per atom for mp-628742 is approximately -0.486 eV/atom.
mp-1204356,band_gap,MP_API_Live,1.8389000000000002,The band gap of mp-1204356 is approximately 1.84 eV.
mp-1204356,formation_energy_per_atom,MP_API_Live,-0.30594644486842204,The formation energy per atom for mp-1204356 is approximately -0.31 eV.
mp-7262,band_gap,MP_API_Live,0.22409999999999902,The band gap of mp-7262 is approximately 0.224 eV.
mp-7262,formation_energy_per_atom,MP_API_Live,-0.148990749583333,The formation energy per atom for mp-7262 is approximately -0.149 eV/atom.
mp-28879,band_gap,MP_API_Live,1.1418,The band gap of mp-28879 is approximately 1.1418 eV.
mp-28879,formation_energy_per_atom,MP_API_Live,-1.057331754908424,The formation energy per atom for mp-28879 is approximately -1.057 eV/atom.
mp-27684,band_gap,MP_API_Live,1.099199999999999,The band gap of mp-27684 is approximately 1.10 eV.
mp-27684,formation_energy_per_atom,MP_API_Live,-0.9325564547619061,The formation energy per atom for mp-27684 is approximately -0.93 eV.
mp-541404,band_gap,MP_API_Live,0.7584000000000001,The band gap of mp-541404 is approximately 0.76 eV.
mp-541404,formation_energy_per_atom,MP_API_Live,-2.522468176666668,The formation energy per atom for mp-541404 is approximately -2.52 eV.
mp-1391848,band_gap,MP_API_Live,2.0863,The band gap of mp-1391848 is 2.0863.
mp-1391848,formation_energy_per_atom,MP_API_Live,-2.063723397142856,The formation energy per atom for mp-1391848 is approximately -2.06 eV.
mp-1184796,band_gap,MP_API_Live,8.0745,The band gap of mp-1184796 is 8.0745.
mp-1184796,formation_energy_per_atom,MP_API_Live,-1.406990803749999,The formation energy per atom for mp-1184796 is approximately -1.407 eV per atom.
mp-9268,band_gap,MP_API_Live,0.7039000000000001,The band gap of mp-9268 is approximately 0.704 eV.
mp-9268,formation_energy_per_atom,MP_API_Live,-1.167954419796875,The formation energy per atom for mp-9268 is approximately -1.17 eV.
mp-540922,band_gap,MP_API_Live,0.1806,The band gap of mp-540922 is approximately 0.1806 eV.
mp-540922,formation_energy_per_atom,MP_API_Live,-0.45052173312499805,The formation energy per atom for mp-540922 is approximately -0.45 eV.
mp-540675,band_gap,MP_API_Live,3.0664,The band gap of mp-540675 is 3.0664.
mp-540675,formation_energy_per_atom,MP_API_Live,-0.349825507562499,The formation energy per atom for mp-540675 is approximately -0.35 eV.
mp-571235,band_gap,MP_API_Live,2.021,The band gap of mp-571235 is 2.021.
mp-571235,formation_energy_per_atom,MP_API_Live,-1.227871009333331,The formation energy per atom for mp-571235 is approximately -1.23 eV.
mp-1208424,band_gap,MP_API_Live,2.5242,The band gap of mp-1208424 is 2.5242.
mp-1208424,formation_energy_per_atom,MP_API_Live,-0.812674219083331,The formation energy per atom for mp-1208424 is approximately -0.813 eV.
mp-27971,band_gap,MP_API_Live,5.0865,The band gap of mp-27971 is 5.0865.
mp-27971,formation_energy_per_atom,MP_API_Live,-2.788094297499999,The formation energy per atom for mp-27971 is approximately -2.79 eV.
mp-22909,band_gap,MP_API_Live,4.0533,The band gap of mp-22909 is 4.0533.
mp-22909,formation_energy_per_atom,MP_API_Live,-1.291011926666667,The formation energy per atom for mp-22909 is approximately -1.29 eV.
mp-556516,band_gap,MP_API_Live,0.7668,The band gap of mp-556516 is approximately 0.7668 eV.
mp-556516,formation_energy_per_atom,MP_API_Live,-0.505116372129634,The formation energy per atom for mp-556516 is approximately -0.505 eV/atom.
mp-21526,band_gap,MP_API_Live,0.5708000000000001,The band gap of mp-21526 is approximately 0.57 eV.
mp-21526,formation_energy_per_atom,MP_API_Live,-0.362189247187497,The formation energy per atom for mp-21526 is approximately -0.362 eV/atom.
mp-1274279,band_gap,MP_API_Live,1.8157,The band gap of mp-1274279 is 1.8157 eV.
mp-1274279,formation_energy_per_atom,MP_API_Live,-1.481519387499999,The formation energy per atom for mp-1274279 is approximately -1.48 eV.
mp-554855,band_gap,MP_API_Live,1.5712000000000002,The band gap of mp-554855 is approximately 1.57 eV.
mp-554855,formation_energy_per_atom,MP_API_Live,-2.60675029,The formation energy per atom for mp-554855 is approximately -2.61 eV.
mp-510557,band_gap,MP_API_Live,4.2395,The band gap of mp-510557 is 4.2395 eV.
mp-510557,formation_energy_per_atom,MP_API_Live,-0.21685479031249902,The formation energy per atom for mp-510557 is approximately -0.217 eV.
mp-27291,band_gap,MP_API_Live,0.155399999999999,The band gap of mp-27291 is approximately 0.1554 eV.
mp-27291,formation_energy_per_atom,MP_API_Live,-2.149853655000001,The formation energy per atom for mp-27291 is approximately -2.15 eV.
mp-568348,band_gap,MP_API_Live,1.8454000000000002,The band gap of mp-568348 is approximately 1.85 eV.
mp-568348,formation_energy_per_atom,MP_API_Live,0.0,The formation energy per atom for mp-568348 is 0.0.
mp-2084,band_gap,MP_API_Live,0.9437999999999991,The band gap of mp-2084 is approximately 0.944 eV.
mp-2084,formation_energy_per_atom,MP_API_Live,-0.6734596323437501,The formation energy per atom for mp-2084 is approximately -0.673 eV/atom.
mp-995393,band_gap,MP_API_Live,2.1989,The band gap of mp-995393 is 2.1989.
mp-995393,formation_energy_per_atom,MP_API_Live,-0.612184769666665,The formation energy per atom for mp-995393 is approximately -0.612 eV/atom.
mp-1345,band_gap,MP_API_Live,0.34430000000000005,The band gap of mp-1345 is approximately 0.344 eV.
mp-1345,formation_energy_per_atom,MP_API_Live,-1.2564584531547611,The formation energy per atom for mp-1345 is approximately -1.26 eV.
mp-1193140,band_gap,MP_API_Live,1.8661999999999992,The band gap of mp-1193140 is approximately 1.87 eV.
mp-1193140,formation_energy_per_atom,MP_API_Live,-0.743681253794641,The formation energy per atom for mp-1193140 is approximately -0.74 eV.
mp-29657,band_gap,MP_API_Live,0.665199999999999,The band gap of mp-29657 is approximately 0.665 eV.
mp-29657,formation_energy_per_atom,MP_API_Live,-0.21452557437499903,The formation energy per atom for mp-29657 is approximately -0.215 eV.
mp-23265,band_gap,MP_API_Live,2.0054,The band gap of mp-23265 is 2.0054.
mp-23265,formation_energy_per_atom,MP_API_Live,-2.506313930624998,The formation energy per atom for mp-23265 is approximately -2.51 eV.
mp-542812,band_gap,MP_API_Live,1.0066,The band gap of mp-542812 is approximately 1.0066 eV.
mp-542812,formation_energy_per_atom,MP_API_Live,-0.44299320083333205,The formation energy per atom for mp-542812 is approximately -0.443 eV/atom.
mp-10802,band_gap,MP_API_Live,0.5879000000000001,The band gap of mp-10802 is approximately 0.588 eV.
mp-10802,formation_energy_per_atom,MP_API_Live,-0.41755719312500006,The formation energy per atom for mp-10802 is approximately -0.418 eV.
mp-27725,band_gap,MP_API_Live,2.0942,The band gap of mp-27725 is 2.0942.
mp-27725,formation_energy_per_atom,MP_API_Live,-0.265866406249999,The formation energy per atom for mp-27725 is approximately -0.2659 eV/atom.
mp-1080428,band_gap,MP_API_Live,0.8728,The band gap of mp-1080428 is approximately 0.8728 eV.
mp-1080428,formation_energy_per_atom,MP_API_Live,-1.3263213040000061,The formation energy per atom for mp-1080428 is -1.326 eV/atom.
mp-569561,band_gap,MP_API_Live,3.1165,The band gap of mp-569561 is 3.1165 eV.
mp-569561,formation_energy_per_atom,MP_API_Live,-0.639768098499999,The formation energy per atom for mp-569561 is approximately -0.64 eV.
mp-743,band_gap,MP_API_Live,4.1608,The band gap of mp-743 is 4.1608.
mp-743,formation_energy_per_atom,MP_API_Live,-0.140204309375,The formation energy per atom for mp-743 is approximately -0.1402 eV/atom.
mp-484,band_gap,MP_API_Live,0.43260000000000004,The band gap of mp-484 is approximately 0.43 eV.
mp-484,formation_energy_per_atom,MP_API_Live,-0.001508734,The formation energy per atom for mp-484 is approximately -0.0015 eV/atom.
mp-1864,band_gap,MP_API_Live,0.11390000000000002,The band gap of mp-1864 is approximately 0.114 eV.
mp-1864,formation_energy_per_atom,MP_API_Live,-0.678575252480158,The formation energy per atom for mp-1864 is approximately -0.68 eV.
mp-30520,band_gap,MP_API_Live,1.667899999999999,The band gap of mp-30520 is approximately 1.67 eV.
mp-30520,formation_energy_per_atom,MP_API_Live,-0.498485183452379,The formation energy per atom for mp-30520 is approximately -0.50 eV.
mp-23221,band_gap,MP_API_Live,3.429599999999999,The band gap of mp-23221 is approximately 3.43 eV.
mp-23221,formation_energy_per_atom,MP_API_Live,-2.306216135416666,The formation energy per atom for mp-23221 is approximately -2.31 eV.
mp-149,band_gap,MP_API_Live,0.6105,The band gap of mp-149 is approximately 0.6105 eV.
mp-149,formation_energy_per_atom,MP_API_Live,0.0,The formation energy per atom for mp-149 is 0.0.
mp-1863,band_gap,MP_API_Live,1.451899999999999,The band gap of mp-1863 is approximately 1.45 eV.
mp-1863,formation_energy_per_atom,MP_API_Live,-0.11968439208333301,The formation energy per atom for mp-1863 is approximately -0.12 eV.
mp-1524446,band_gap,MP_API_Live,1.0487,The band gap of mp-1524446 is 1.0487.
mp-1524446,formation_energy_per_atom,MP_API_Live,-1.452075918750001,The formation energy per atom for mp-1524446 is approximately -1.45 eV.
mp-730101,band_gap,MP_API_Live,9.7197,The band gap of mp-730101 is approximately 9.72.
mp-730101,formation_energy_per_atom,MP_API_Live,0.0,The formation energy per atom for mp-730101 is 0.0.
mp-31049,band_gap,MP_API_Live,3.4112,The band gap of mp-31049 is 3.4112.
mp-31049,formation_energy_per_atom,MP_API_Live,-3.1596579241666642,The formation energy per atom for mp-31049 is approximately -3.16 eV.
mp-573812,band_gap,MP_API_Live,1.4052,The band gap of mp-573812 is 1.4052 eV.
mp-573812,formation_energy_per_atom,MP_API_Live,-0.28239570742611003,The formation energy per atom for mp-573812 is approximately -0.282 eV/atom.
mp-1213805,band_gap,MP_API_Live,1.159,The band gap of mp-1213805 is 1.159.
mp-1213805,formation_energy_per_atom,MP_API_Live,-0.723041855833334,The formation energy per atom for mp-1213805 is approximately -0.723 eV/atom.
mp-7188,band_gap,MP_API_Live,0.28989999999999905,The band gap of mp-7188 is approximately 0.29 eV.
mp-7188,formation_energy_per_atom,MP_API_Live,-0.670291663333335,The formation energy per atom for mp-7188 is approximately -0.67 eV.
mp-680422,band_gap,MP_API_Live,2.9265,The band gap of mp-680422 is 2.9265.
mp-680422,formation_energy_per_atom,MP_API_Live,-0.21596871687499902,The formation energy per atom for mp-680422 is approximately -0.216 eV/atom.
mp-1683,band_gap,MP_API_Live,0.39790000000000003,The band gap of mp-1683 is approximately 0.398 eV.
mp-1683,formation_energy_per_atom,MP_API_Live,-1.236771233046873,The formation energy per atom for mp-1683 is approximately -1.237 eV/atom.
mp-1100,band_gap,MP_API_Live,1.0375,The band gap of mp-1100 is 1.0375.
mp-1100,formation_energy_per_atom,MP_API_Live,-0.37701444500000003,The formation energy per atom for mp-1100 is approximately -0.377 eV/atom.
mp-11054,band_gap,MP_API_Live,0.877899999999999,The band gap of mp-11054 is approximately 0.878 eV.
mp-11054,formation_energy_per_atom,MP_API_Live,-0.278649864374999,The formation energy per atom for mp-11054 is approximately -0.2786 eV/atom.
mp-306,band_gap,MP_API_Live,6.3017,The band gap of mp-306 is 6.3017.
mp-306,formation_energy_per_atom,MP_API_Live,-2.798056310000001,The formation energy per atom for mp-306 is approximately -2.80 eV.
mp-1018040,band_gap,MP_API_Live,2.5765000000000002,The band gap of mp-1018040 is approximately 2.58 eV.
mp-1018040,formation_energy_per_atom,MP_API_Live,-1.474296713671875,The formation energy per atom for mp-1018040 is approximately -1.47 eV.
mp-12957,band_gap,MP_API_Live,1.0933,The band gap of mp-12957 is 1.0933.
mp-12957,formation_energy_per_atom,MP_API_Live,0.0,The formation energy per atom for mp-12957 is 0.0 eV.
mp-8377,band_gap,MP_API_Live,3.0604,The band gap of mp-8377 is approximately 3.0604.
mp-8377,formation_energy_per_atom,MP_API_Live,-1.4950600038888862,The formation energy per atom for mp-8377 is approximately -1.50 eV.
mp-23933,band_gap,MP_API_Live,2.197699999999999,The band gap of mp-23933 is approximately 2.20 eV.
mp-23933,formation_energy_per_atom,MP_API_Live,-0.073632082812499,The formation energy per atom for mp-23933 is approximately -0.0736 eV/atom.
mp-13568,band_gap,MP_API_Live,0.33790000000000003,The band gap of mp-13568 is approximately 0.338.
mp-13568,formation_energy_per_atom,MP_API_Live,-2.015935722708332,The formation energy per atom for mp-13568 is approximately -2.02 eV.
mp-571442,band_gap,MP_API_Live,3.0417,The band gap of mp-571442 is approximately 3.0417 eV.
mp-571442,formation_energy_per_atom,MP_API_Live,-1.710965791249998,The formation energy per atom for mp-571442 is approximately -1.71 eV/atom.
mp-1154,band_gap,MP_API_Live,0.7510000000000001,The band gap of mp-1154 is approximately 0.751 eV.
mp-1154,formation_energy_per_atom,MP_API_Live,-0.286120912954541,The formation energy per atom for mp-1154 is approximately -0.286 eV/atom.
mp-1524481,band_gap,MP_API_Live,8.309,The band gap of mp-1524481 is 8.309.
mp-1524481,formation_energy_per_atom,MP_API_Live,-1.27488559425,The formation energy per atom for mp-1524481 is approximately -1.27 eV.
mp-27972,band_gap,MP_API_Live,4.103299999999999,The band gap of mp-27972 is approximately 4.10 eV.
mp-27972,formation_energy_per_atom,MP_API_Live,-2.494519163125,The formation energy per atom for mp-27972 is approximately -2.49 eV.
mp-27153,band_gap,MP_API_Live,0.21150000000000002,The band gap of mp-27153 is approximately 0.2115 eV.
mp-27153,formation_energy_per_atom,MP_API_Live,-1.76299271,The formation energy per atom for mp-27153 is approximately -1.763 eV/atom.
mp-1524458,band_gap,MP_API_Live,3.1633,The band gap of mp-1524458 is 3.1633 eV.
mp-1524458,formation_energy_per_atom,MP_API_Live,-1.529192906999997,The formation energy per atom for mp-1524458 is approximately -1.53 eV.
mp-634859,band_gap,MP_API_Live,2.7345,The band gap of mp-634859 is 2.7345 eV.
mp-634859,formation_energy_per_atom,MP_API_Live,-2.206560153333333,The formation energy per atom for mp-634859 is approximately -2.21 eV.
mp-468,band_gap,MP_API_Live,7.6012,The band gap of mp-468 is 7.6012.
mp-468,formation_energy_per_atom,MP_API_Live,-3.86576940625,The formation energy per atom for mp-468 is approximately -3.8658 eV/atom.
mp-559931,band_gap,MP_API_Live,1.6025,The band gap of mp-559931 is approximately 1.6025 electronvolts (eV).
mp-559931,formation_energy_per_atom,MP_API_Live,-3.238528048750001,The formation energy per atom for mp-559931 is approximately -3.24 eV.
mp-1206891,band_gap,MP_API_Live,1.0096,The band gap of mp-1206891 is approximately 1.0096 eV.
